qid,qtitle,qtags,assistid,pvnum,visitduration,logdate,loghour
0000016A3A26EF430000037C6375706F795F72656C656173655155455354,HW6,"['ml100-2', 'dtype_select', 'ml100-2-d06']",ai_tw,1,26,2019-07-14,9
0000016A3AD87CC0000003956375706F795F72656C656173655155455354,D1 作業3  範例程式執行問題,"['ml100-2', 'mae', 'ml100-2-d01']",ai_tw,1,27,2019-07-14,9
0000016A45B58D75000005986375706F795F72656C656173655155455354,Day006_HW ECDF的算法,"['ml100-2', 'ecdf', 'ml100-2-d06']",ai_tw,1,22,2019-07-14,9
0000016AAFC429F50000000D6375706F795F72656C656173655155455354,day8 作業第一小題,"['ml100-2', 'ml100-2-d08']",ai_tw,1,143,2019-07-14,9
0000016AAFD43A0B0000000F6375706F795F72656C656173655155455354,day8 inner & outer區別,"['ml100-2', 'ml100-2-d08']",ai_tw,1,50,2019-07-14,9
0000016AB04E33E7000000166375706F795F72656C656173655155455354,day024:  Cabin=  None是否需要額外處理,"['ml100-2', 'ml100-2-d24']",ai_tw,2,106,2019-07-14,9
0000016AB1F2EBAE0000002A6375706F795F72656C656173655155455354,D26 新增特徵組合後，線性迴歸 / 梯度提升樹比率變化問題,"['ml100-2', 'ml100-2-d26']",ai_tw,1,66,2019-07-14,9
0000016AB42D8674000000386375706F795F72656C656173655155455354,特徵工程是否能對不同變數各別做適合的資料轉換?,"['ml100-2', '特徵工程']",ai_tw,1,96,2019-07-14,9
0000016AB4344253000000396375706F795F72656C656173655155455354,"np.random.seed(x) 、np.random.normal(0,10,10) 所代表的意義?","['ml100-2', 'ml100-2-d09']",ai_tw,1,28,2019-07-14,9
0000016AB498EF86000000446375706F795F72656C656173655155455354,D26 Linear regression: cross validation score,"['ml100-2', 'ml100-2-d26']",ai_tw,1,233,2019-07-14,9
0000016AB55FB81B000000516375706F795F72656C656173655155455354,D6,"['ml100-2', 'ml100-2-d06']",ai_tw,1,340,2019-07-14,9
0000016B3511D60A000000386375706F795F72656C656173655155455354,Day023 鐵達尼生存率經均值轉換cross val score分數為1是合理的嗎?,"['ml100-2', 'ml100-2-d23']",ai_tw,1,15,2019-07-14,9
0000016BCA17D6950000003D6375706F795F72656C656173655155455354,D69 HW Model summary參數值,"['ml100-2', 'ml100-2-d69']",ai_tw,1,56,2019-07-14,9
0000016BCD35B2420000004D6375706F795F72656C656173655155455354,Day062 S型散布圖資料X和color怎麼取得的?,"['ml100-2', 'ml100-2-d62']",ai_tw,1,138,2019-07-14,9
0000016BE17B6FAA000000B06375706F795F72656C656173655155455354,day-69,"['ml100-2', 'ml100-2-d69']",ai_tw,1,17,2019-07-14,9
0000016AB7062718000000866375706F795F72656C656173655155455354,d06 hw,"['ml100-2', 'ml100-2-d06']",ai_tw,1,5,2019-07-14,10
0000016BCA3537010000003E6375706F795F72656C656173655155455354,Day69 問題?,"['ml100-2', 'ml100-2-d69']",ai_tw,1,109,2019-07-14,10
0000016BDB25A1090000008F6375706F795F72656C656173655155455354,keras 模型架構,"['ml100-2', 'ml100-2-d68']",ai_tw,2,537,2019-07-14,10
0000016BDEB338C20000009E6375706F795F72656C656173655155455354,Questions about Day74_Gradient Descent_Math.ipynb?,"['ml100-2', 'ml100-2-d74']",ai_tw,1,431,2019-07-14,10
0000016BE17B6FAA000000B06375706F795F72656C656173655155455354,day-69,"['ml100-2', 'ml100-2-d69']",ai_tw,1,11,2019-07-14,10
0000016BE6E6E56B000000C96375706F795F72656C656173655155455354,DAY70,"['ml100-2', 'ml100-2-d70', ' normalize']",ai_tw,3,18,2019-07-14,10
0000016A387BBB74000003436375706F795F72656C656173655155455354,day1程式碼問題,"['ml100-2', 'mse', 'mae', 'ml100-2-d01']",ai_tw,1,10,2019-07-14,11
0000016AB67007FC0000006C6375706F795F72656C656173655155455354,Day15 HW,"['ml100-2', 'ml100-2-d15']",ai_tw,2,162,2019-07-14,11
0000016AB683C4C7000000726375706F795F72656C656173655155455354,無法查看datasets的shape,"['ml100', 'ml100-1-d77']",ai_tw,1,45,2019-07-14,11
0000016AB7062718000000866375706F795F72656C656173655155455354,d06 hw,"['ml100-2', 'ml100-2-d06']",ai_tw,1,94,2019-07-14,11
0000016AB71835DD000000896375706F795F72656C656173655155455354,HW23 ANS,"['ml100-2', 'ml100-2-d23']",ai_tw,1,191,2019-07-14,11
0000016AB72B8AF70000008B6375706F795F72656C656173655155455354,Day20 執行線性回歸 會有警告訊息,"['ml100-2', 'ml100-2-d20']",ai_tw,1,32,2019-07-14,11
0000016AB91059860000008F6375706F795F72656C656173655155455354,D11# 繪圖前先排序 / 分組,"['ml100-2', 'ml100-2-d11']",ai_tw,1,54,2019-07-14,11
0000016AB91E8800000000906375706F795F72656C656173655155455354,D11 最後繪圖,"['ml100-2-d11', 'ml100-2']",ai_tw,1,75,2019-07-14,11
0000016ABA2AD1160000009A6375706F795F72656C656173655155455354,Day023請教做drop的時機點,"['ml100-2', 'ml100-2-d23']",ai_tw,1,75,2019-07-14,11
0000016ABA9501E60000009F6375706F795F72656C656173655155455354,Day24範例疑問,"['ml100-2', 'ml100-2-d24']",ai_tw,1,34,2019-07-14,11
0000016ABAD74FC0000000A46375706F795F72656C656173655155455354,D28程式碼範例詢問,"['ml100-2', 'ml100-2-d28']",ai_tw,1,25,2019-07-14,11
0000016ABC0FF48C000000C56375706F795F72656C656173655155455354,cross_val_score 比較分數要差多少才算好,"['ml100-2', 'ml100-2-d19']",ai_tw,1,38,2019-07-14,11
0000016ABE6094FE000000D06375706F795F72656C656173655155455354,DAY_028_index用法,"['ml100-2', 'ml100-2-d28']",ai_tw,1,33,2019-07-14,11
0000016ABE6249E4000000D16375706F795F72656C656173655155455354,D14,"['ml100-2-d14', 'ml100-2']",ai_tw,1,61,2019-07-14,11
0000016ABFD31076000000E66375706F795F72656C656173655155455354,FastAI  1 cycle policy,['ml100-2'],ai_tw,1,73,2019-07-14,11
0000016AC15A2E7E000000F46375706F795F72656C656173655155455354,Day 30 31,"['ml100-2', 'ml100-2-d30', 'ml100-2-d31']",ai_tw,1,53,2019-07-14,11
0000016AC349016D000000F96375706F795F72656C656173655155455354,離散化後的直方圖,"['hist', 'ml100-2']",ai_tw,1,71,2019-07-14,11
0000016ACBB437C30000014C6375706F795F72656C656173655155455354,"Day27,HW心得分享","['ml100-2', 'ml100-2-d27']",ai_tw,1,14,2019-07-14,11
0000016ADE95F717000001E56375706F795F72656C656173655155455354,數值與數值組合，若只是將自變數加減一個常數有意義嗎,"['ml100-2', 'ml100-2-d26']",ai_tw,1,0,2019-07-14,11
0000016BD74D29D20000007D6375706F795F72656C656173655155455354,Day 71 跑出來的圖跟解答不一樣,"['ml100-2', 'ml100-2-d71']",ai_tw,1,26,2019-07-14,11
0000016BD9657DF3000000856375706F795F72656C656173655155455354,Day73 解答2 問題,"['ml100-2', 'gradient descent', 'ml100-2-d73']",ai_tw,1,87,2019-07-14,11
0000016BD97F27A9000000876375706F795F72656C656173655155455354,Day071 各 loss function 的區別,"[' keras', 'loss', 'binary_crossentropy', 'categorical_crossentropy', 'ml100-2-d71', 'ml100-2']",ai_tw,1,330,2019-07-14,11
0000016BDEB338C20000009E6375706F795F72656C656173655155455354,Questions about Day74_Gradient Descent_Math.ipynb?,"['ml100-2', 'ml100-2-d74']",ai_tw,2,86,2019-07-14,11
0000016BE634EE1A000000C46375706F795F72656C656173655155455354,D75 back propagation,"['ml100-2', 'ml100-2-d75']",ai_tw,2,64,2019-07-14,11
0000016BE8719CDE000000D06375706F795F72656C656173655155455354,D75 第九頁圖示,['ml100-2'],ai_tw,2,313,2019-07-14,11
0000016BE92BAC0C000000D56375706F795F72656C656173655155455354,D75 範例,"['ml100-2-d75', 'ml100-2']",ai_tw,1,14,2019-07-14,11
0000016BE964CD2D000000D66375706F795F72656C656173655155455354,D75 advanced 範例,"[' multiply', ' slope', ' update', 'ml100-2-d75', 'ml100-2']",ai_tw,2,21,2019-07-14,11
0000016BEA18F9AF000000E06375706F795F72656C656173655155455354,Day 75的題意與提示?,"['ml100-2', 'ml100-2-d75']",ai_tw,1,13,2019-07-14,11
0000016BEE1AF6CF000000F86375706F795F72656C656173655155455354,Day75  直行橫列 還是 直列橫行 ?,"['ml100-2', 'ml100-2-d75']",ai_tw,3,85,2019-07-14,11
0000016A7650C968000001496375706F795F72656C656173655155455354,day03-2為何只出現第一張,"['ml100-2', '迴圈', '語法', 'ml100-2-d03']",ai_tw,1,0,2019-07-14,12
0000016A78901A0E000001936375706F795F72656C656173655155455354,3-2 為何已經把第一個連結指定給first_link後還是無法開啟圖片,"['ml100-2', '語法', 'ml100-2-d03']",ai_tw,1,23,2019-07-14,12
0000016A7B41259C000001C66375706F795F72656C656173655155455354,Day_017_HW,"['ml100-2', 'training set', 'test set', 'ml100-2-d17']",ai_tw,1,72,2019-07-14,12
0000016A7B45E7BA000001C76375706F795F72656C656173655155455354,"3-2請問印出圖片後,下面有一個with open ? , 這個shell要做什麽","['ml100-2', '語法']",ai_tw,1,20,2019-07-14,12
0000016A7BFD477A000001D36375706F795F72656C656173655155455354,HW06,"['ml100-2', '語法', 'ml100-2-d06']",ai_tw,1,22,2019-07-14,12
0000016A7C91C821000001E76375706F795F72656C656173655155455354,Day16 回歸模型預測結果 infinity 跑不出來的問題,"['ml100-2', 'infinity', 'ml100-2-d16']",ai_tw,1,41,2019-07-14,12
0000016A7E48888A000002066375706F795F72656C656173655155455354,hw5,"['ml100-2', 'hist', 'ml100-2-d05']",ai_tw,1,32,2019-07-14,12
0000016A7E812B210000020F6375706F795F72656C656173655155455354,DAY 17 HW  解答,"['ml100-2', '資料型態', 'ml100-2-d17']",ai_tw,1,3,2019-07-14,12
0000016A802AE862000002186375706F795F72656C656173655155455354,D14_持續在Running中?,"['ml100-2', 'for 迴圈', '圖', 'ml100-2-d14']",ai_tw,1,9,2019-07-14,12
0000016A80F1C1A0000002266375706F795F72656C656173655155455354,關於HW18使用的 print(f-string),"['ml100-2', 'f-string', '軟體', 'ml100-2-d18']",ai_tw,1,2,2019-07-14,12
0000016A864AB2400000027F6375706F795F72656C656173655155455354,D6解答問題,"['ml100-2', 'numeric_columns', '語法', 'ml100-2-d06']",ai_tw,1,27,2019-07-14,12
0000016A873D77880000029F6375706F795F72656C656173655155455354,day 7 範例,"['ml100-2', 'ant_annuity', 'max()', 'ml100-2-d07']",ai_tw,1,4,2019-07-14,12
0000016A884E150D000002C96375706F795F72656C656173655155455354,HW16求救....mayday!mayday!,"['ml100-2', 'scikit-learn', 'preprocessing', 'ml100-2-d16']",ai_tw,1,26,2019-07-14,12
0000016A8B139028000002FC6375706F795F72656C656173655155455354,Day_011_HW,"['ml100-2', '資料視覺化', 'day_011_hw']",ai_tw,1,48,2019-07-14,12
0000016A8DF09F82000003416375706F795F72656C656173655155455354,Imbalance data處理線性迴歸與X變數相關性問題,"['ml100-2', '線性迴歸']",ai_tw,1,1,2019-07-14,12
0000016A8FBB4EA60000034D6375706F795F72656C656173655155455354,D6 cdf繪圖問題,"['ml100-2', 'cdf', 'ml100-2-d06']",ai_tw,2,22,2019-07-14,12
0000016A904FC751000003606375706F795F72656C656173655155455354,D3 url 讀取 txt 檔,"['ml100-2', 'ml100-2-d03']",ai_tw,1,63,2019-07-14,12
0000016A913E66FF000003736375706F795F72656C656173655155455354,Day015的幾個疑問,"['ml100-2', 'ml100-2-d15']",ai_tw,1,28,2019-07-14,12
0000016A91729D58000003796375706F795F72656C656173655155455354,plt.GridSpec 選擇位置  第14天,"['ml100-2', 'ml100-2-d14']",ai_tw,1,37,2019-07-14,12
0000016A934478B00000039E6375706F795F72656C656173655155455354,D7 投影片 連續型數值標準化,['ml100-2'],ai_tw,1,2,2019-07-14,12
0000016A97760AFB000003EF6375706F795F72656C656173655155455354,Day20_HW_捨棄離群值,"['ml100-2', 'ml100-2-d20']",ai_tw,1,12,2019-07-14,12
0000016A99DC90D0000004086375706F795F72656C656173655155455354,Day006 最後loc,"['ml100-2', 'ml100-2-d06']",ai_tw,1,37,2019-07-14,12
0000016A9C77D2D30000000E6375706F795F72656C656173655155455354,D25範例 日週期 為何是 df['pickup_hour']/12,"['ml100-2', 'ml100-2-d25']",ai_tw,1,13,2019-07-14,12
0000016A9CC3A983000000166375706F795F72656C656173655155455354,day 6 365?,"['ml100-2', 'ml100-2-d06']",ai_tw,1,22,2019-07-14,12
0000016A9D038A02000000286375706F795F72656C656173655155455354,D18作業,"['ml100-2', 'ml100-2-d18']",ai_tw,1,10,2019-07-14,12
0000016AA018748F000000516375706F795F72656C656173655155455354,詢問Day022問題,"['ml100-2', 'ml100-2-d22']",ai_tw,1,8,2019-07-14,12
0000016AA2902A930000008B6375706F795F72656C656173655155455354,HW21 ANS疑問,"['ml100-2', 'ml100-2-d21']",ai_tw,1,17,2019-07-14,12
0000016AA740DDD7000000D66375706F795F72656C656173655155455354,Day 24 看不懂特徵雜湊的說明跟程式碼中hash指令的關聯,"['ml100-2', 'ml100-2-d24']",ai_tw,1,65,2019-07-14,12
0000016AA77E1C96000000DC6375706F795F72656C656173655155455354,Day10 HW,"['ml100-2', 'ml100-2-d10']",ai_tw,1,17,2019-07-14,12
0000016AAC66B5360000010F6375706F795F72656C656173655155455354,#Day_018,"['ml100-2', 'ml100-2-d18']",ai_tw,1,6,2019-07-14,12
0000016ABC0FF48C000000C56375706F795F72656C656173655155455354,cross_val_score 比較分數要差多少才算好,"['ml100-2', 'ml100-2-d19']",ai_tw,1,0,2019-07-14,12
0000016AC39B237E000000FE6375706F795F72656C656173655155455354,Day14 Subplot問題 ,"['ml100-2', 'ml100-2-d14']",ai_tw,1,28,2019-07-14,12
0000016AC3CBC25A000001016375706F795F72656C656173655155455354,"Day14 將Nan轉成""Nothin""，下面的subplot程式就跑不出來了..","['ml100-2', 'ml100-2-d14']",ai_tw,1,72,2019-07-14,12
0000016BD9657DF3000000856375706F795F72656C656173655155455354,Day73 解答2 問題,"['ml100-2', 'gradient descent', 'ml100-2-d73']",ai_tw,1,24,2019-07-14,12
0000016BDBFF4EFC000000946375706F795F72656C656173655155455354,D73投影片的幾個問題,"['ml100-2', 'ml100-2-d73']",ai_tw,2,103,2019-07-14,12
0000016BE528B217000000BC6375706F795F72656C656173655155455354,關於PDF 問題?,"['ml100-2', 'ml100-2-d75']",ai_tw,1,59,2019-07-14,12
0000016BE53DC2D9000000BE6375706F795F72656C656173655155455354,Day075，PDF 第 13 頁和範例 python 檔不太了解,"['ml100-2', 'ml100-2-d75']",ai_tw,1,0,2019-07-14,12
0000016A7650C968000001496375706F795F72656C656173655155455354,day03-2為何只出現第一張,"['ml100-2', '迴圈', '語法', 'ml100-2-d03']",ai_tw,1,0,2019-07-14,13
0000016ADF62B84A000001EF6375706F795F72656C656173655155455354,DAY19 問題,"['ml100-2-d19', 'ml100-2']",ai_tw,1,558,2019-07-14,13
0000016B2D579A9D000000176375706F795F72656C656173655155455354,Day48 請問Kaggle的Public set跟Private set的差異是什麼?,"['day48', 'ml100-2-d48']",ai_tw,1,4,2019-07-14,13
0000016B3493E570000000366375706F795F72656C656173655155455354,Day48 : 請問trainLabels.csv只有999筆Row 但train.csv有1000筆Row,"['day48', 'ml100-2-d48']",ai_tw,1,4,2019-07-14,13
0000016B3CC02425000000576375706F795F72656C656173655155455354,Day48,"['ml100-2', 'ml100-2-d48']",ai_tw,2,1296,2019-07-14,13
0000016B82883BA1000000386375706F795F72656C656173655155455354,Day58 範例程式碼中的矩陣transformation,"['ml100-2', 'ml100-2-d58']",ai_tw,1,30,2019-07-14,13
0000016BBD2A6A1E000000076375706F795F72656C656173655155455354,"執行範例時，出現""name 'auxiliary_input' is not defined"" 錯誤","['ml100-2', 'ml100-2-d69']",ai_tw,1,102,2019-07-14,13
0000016BCA17D6950000003D6375706F795F72656C656173655155455354,D69 HW Model summary參數值,"['ml100-2', 'ml100-2-d69']",ai_tw,2,3,2019-07-14,13
0000016BCA3537010000003E6375706F795F72656C656173655155455354,Day69 問題?,"['ml100-2', 'ml100-2-d69']",ai_tw,2,217,2019-07-14,13
0000016BD9657DF3000000856375706F795F72656C656173655155455354,Day73 解答2 問題,"['ml100-2', 'gradient descent', 'ml100-2-d73']",ai_tw,1,0,2019-07-14,13
0000016BE17B6FAA000000B06375706F795F72656C656173655155455354,day-69,"['ml100-2', 'ml100-2-d69']",ai_tw,3,79,2019-07-14,13
0000016BE1B35860000000B66375706F795F72656C656173655155455354,Day075的sigmoid微分?,"['ml100-2', 'ml100-2-d75']",ai_tw,1,40,2019-07-14,13
0000016BE528B217000000BC6375706F795F72656C656173655155455354,關於PDF 問題?,"['ml100-2', 'ml100-2-d75']",ai_tw,1,16,2019-07-14,13
0000016BE53DC2D9000000BE6375706F795F72656C656173655155455354,Day075，PDF 第 13 頁和範例 python 檔不太了解,"['ml100-2', 'ml100-2-d75']",ai_tw,1,131,2019-07-14,13
0000016AB72B8AF70000008B6375706F795F72656C656173655155455354,Day20 執行線性回歸 會有警告訊息,"['ml100-2', 'ml100-2-d20']",ai_tw,1,1684,2019-07-14,14
0000016ACBB6B5CF0000014D6375706F795F72656C656173655155455354,請問Day 28中提到的共線性是什麼意思呢?,"['ml100-2', 'ml100-2-d28']",ai_tw,1,1652,2019-07-14,14
0000016B0164D653000002BB6375706F795F72656C656173655155455354,這是環境問題嗎？,"['ml100-2-d20', 'ml100-2']",ai_tw,1,20,2019-07-14,14
0000016B7E8104B8000000256375706F795F72656C656173655155455354,GradientBoostingRegressor參數問題,"['ml100-2-d48', 'ml100-2', 'GradientBoostingRegressor']",ai_tw,1,64,2019-07-14,14
0000016BC80F2A76000000376375706F795F72656C656173655155455354,day 65有關batchsize大小描述出於什麼paper,"['ml100-2', 'ml100-2-d65']",ai_tw,1,30,2019-07-14,14
0000016BCB719949000000476375706F795F72656C656173655155455354,Day67作業中於執行到plot_images_labels_prediction報錯,"['ml100-2', 'ml100-2-d67']",ai_tw,1,592,2019-07-14,14
0000016BDB25A1090000008F6375706F795F72656C656173655155455354,keras 模型架構,"['ml100-2', 'ml100-2-d68']",ai_tw,1,54,2019-07-14,14
0000016BDEB338C20000009E6375706F795F72656C656173655155455354,Questions about Day74_Gradient Descent_Math.ipynb?,"['ml100-2', 'ml100-2-d74']",ai_tw,1,0,2019-07-14,14
0000016BE1B35860000000B66375706F795F72656C656173655155455354,Day075的sigmoid微分?,"['ml100-2', 'ml100-2-d75']",ai_tw,1,415,2019-07-14,14
0000016BE29FABAF000000B86375706F795F72656C656173655155455354,"""Age""和""Cabin""做群聚編碼，無法計算mode群聚編碼","['ml100-2-d27', 'ml100-2']",ai_tw,1,8,2019-07-14,14
0000016BE528B217000000BC6375706F795F72656C656173655155455354,關於PDF 問題?,"['ml100-2', 'ml100-2-d75']",ai_tw,1,34,2019-07-14,14
0000016BE53DC2D9000000BE6375706F795F72656C656173655155455354,Day075，PDF 第 13 頁和範例 python 檔不太了解,"['ml100-2', 'ml100-2-d75']",ai_tw,3,1154,2019-07-14,14
0000016BE6E6E56B000000C96375706F795F72656C656173655155455354,DAY70,"['ml100-2', 'ml100-2-d70', ' normalize']",ai_tw,1,486,2019-07-14,14
0000016BE96C53BB000000D76375706F795F72656C656173655155455354,D72 啟動函數,"['ml100-2', 'ml100-2-d72']",ai_tw,1,200,2019-07-14,14
0000016BEA18F9AF000000E06375706F795F72656C656173655155455354,Day 75的題意與提示?,"['ml100-2', 'ml100-2-d75']",ai_tw,1,0,2019-07-14,14
0000016BEB8DD34E000000EA6375706F795F72656C656173655155455354,Day76 PDF 中 Batch sizes問題,"['ml100-2-d76', 'ml100-2']",ai_tw,1,2,2019-07-14,14
0000016BEE1AF6CF000000F86375706F795F72656C656173655155455354,Day75  直行橫列 還是 直列橫行 ?,"['ml100-2', 'ml100-2-d75']",ai_tw,1,23,2019-07-14,14
0000016A546EA5F30000009B6375706F795F72656C656173655155455354,D10 homework,"['ml100-2', 'pandas', 'sort_index()', 'sort_values()', 'ml100-2-d10']",ai_tw,1,4,2019-07-14,15
0000016AFA426BDA000002A06375706F795F72656C656173655155455354,Day 40 迴歸分析評估標準,"['ml100-2', 'ml100-2-d40']",ai_tw,1,26,2019-07-14,15
0000016B1D4E533F0000004B6375706F795F72656C656173655155455354,D39,"['ml100-2', 'ml100-2-d39']",ai_tw,1,37,2019-07-14,15
0000016B6B6B20FF000001726375706F795F72656C656173655155455354,LASSO&Ridge,"['ml100-2', 'ml100-2-d40', 'lasso&ridge']",ai_tw,1,83,2019-07-14,15
0000016B894368FA000000596375706F795F72656C656173655155455354,D62畫圖未顯示？？,"['ml100-2', 'd62', 'ml100-2-d62']",ai_tw,1,3,2019-07-14,15
0000016BB7645826000001486375706F795F72656C656173655155455354,最後模型概述信息,"['ml100-2', 'ml100-2-d68']",ai_tw,2,73,2019-07-14,15
0000016BCA17D6950000003D6375706F795F72656C656173655155455354,D69 HW Model summary參數值,"['ml100-2', 'ml100-2-d69']",ai_tw,1,1416,2019-07-14,15
0000016BCA3537010000003E6375706F795F72656C656173655155455354,Day69 問題?,"['ml100-2', 'ml100-2-d69']",ai_tw,1,47,2019-07-14,15
0000016BCD35B2420000004D6375706F795F72656C656173655155455354,Day062 S型散布圖資料X和color怎麼取得的?,"['ml100-2', 'ml100-2-d62']",ai_tw,1,5,2019-07-14,15
0000016BD231881D0000005F6375706F795F72656C656173655155455354,Day071的mse 公式定義?,"['ml100-2', 'ml100-2-d71']",ai_tw,1,0,2019-07-14,15
0000016BD70BA4B20000007C6375706F795F72656C656173655155455354,D39 Lasso & Ridge Regression,"['ml100-2', 'ml100-2-d39']",ai_tw,1,1398,2019-07-14,15
0000016BD74D29D20000007D6375706F795F72656C656173655155455354,Day 71 跑出來的圖跟解答不一樣,"['ml100-2', 'ml100-2-d71']",ai_tw,1,20,2019-07-14,15
0000016BD9657DF3000000856375706F795F72656C656173655155455354,Day73 解答2 問題,"['ml100-2', 'gradient descent', 'ml100-2-d73']",ai_tw,1,87,2019-07-14,15
0000016BD97F27A9000000876375706F795F72656C656173655155455354,Day071 各 loss function 的區別,"[' keras', 'loss', 'binary_crossentropy', 'categorical_crossentropy', 'ml100-2-d71', 'ml100-2']",ai_tw,1,249,2019-07-14,15
0000016BDB25A1090000008F6375706F795F72656C656173655155455354,keras 模型架構,"['ml100-2', 'ml100-2-d68']",ai_tw,2,348,2019-07-14,15
0000016BE1B35860000000B66375706F795F72656C656173655155455354,Day075的sigmoid微分?,"['ml100-2', 'ml100-2-d75']",ai_tw,2,0,2019-07-14,15
0000016BE528B217000000BC6375706F795F72656C656173655155455354,關於PDF 問題?,"['ml100-2', 'ml100-2-d75']",ai_tw,2,34,2019-07-14,15
0000016BE53DC2D9000000BE6375706F795F72656C656173655155455354,Day075，PDF 第 13 頁和範例 python 檔不太了解,"['ml100-2', 'ml100-2-d75']",ai_tw,3,121,2019-07-14,15
0000016BE634EE1A000000C46375706F795F72656C656173655155455354,D75 back propagation,"['ml100-2', 'ml100-2-d75']",ai_tw,1,24,2019-07-14,15
0000016BE6E6E56B000000C96375706F795F72656C656173655155455354,DAY70,"['ml100-2', 'ml100-2-d70', ' normalize']",ai_tw,2,25,2019-07-14,15
0000016BE96C53BB000000D76375706F795F72656C656173655155455354,D72 啟動函數,"['ml100-2', 'ml100-2-d72']",ai_tw,2,1628,2019-07-14,15
0000016BEE54C030000000FC6375706F795F72656C656173655155455354,Day77 shuffle問題?,"['ml100-2-d77', 'ml100-2']",ai_tw,1,5,2019-07-14,15
0000016BEE587503000000FD6375706F795F72656C656173655155455354,Day070最後有個空間print()是什麼意思?,"['ml100-2-d70', 'ml100-2']",ai_tw,1,2,2019-07-14,15
