qid,qtitle,qtags,assistid,pvnum,visitduration,logdate,loghour
000001691E461CBD000001B06375706F795F72656C656173655155455354,請問標準化或離散化哪個較好? 群聚編碼是要將最好的類別與連續特徵加以組合?,"['ml100', 'ml100-d26', 'ml100-d27']",ai_tw,1,230,2019-06-30,10
0000016B6F704AF20000018A6375706F795F72656C656173655155455354,d27,"['ml100-2', 'ml100-2-d27']",ai_tw,1,23,2019-06-30,10
0000016B7E2C8129000000226375706F795F72656C656173655155455354,PCA問題,['PCA'],ai_tw,1,23,2019-06-30,10
0000016851F9F4BA000000A16375706F795F72656C656173655155455354,"請問下列範例中, 為何補缺值補的是-1呢? 要如何決定所補的數呢?","['ml100', '缺失值', 'ml100-d27']",ai_tw,3,30,2019-06-30,11
000001685F82E6EA000000EF6375706F795F72656C656173655155455354,"請問特徵組合時, 有提到""以前的模型以非樹狀模型為主, 現在的模型以樹狀模型為主"",這裡的""樹狀模型""與""非樹狀模型""分別是指哪一類的東西呢?","['ml100', '樹狀模型', 'ml100-d27']",ai_tw,1,207,2019-06-30,11
00000168943CFCA0000001D96375706F795F72656C656173655155455354,"請問logistic算出的結果,要轉成0或1的預測時, 該如何決定門檻/切分點","['ml100', '梯度提升樹', 'gbdt', 'ml100-d29']",ai_tw,1,105,2019-06-30,11
0000016ACBB437C30000014C6375706F795F72656C656173655155455354,"Day27,HW心得分享","['ml100-2', 'ml100-2-d27']",ai_tw,1,24,2019-06-30,11
0000016ADAC0A895000001D26375706F795F72656C656173655155455354,Day27 講義,"['ml100-2', 'ml100-2-d27']",ai_tw,1,27,2019-06-30,11
0000016ADADA4C2E000001D46375706F795F72656C656173655155455354,Day27 範例,"['ml100-2', 'ml100-2-d27']",ai_tw,1,25,2019-06-30,11
0000016B7E8104B8000000256375706F795F72656C656173655155455354,GradientBoostingRegressor參數問題,"['ml100-2-d48', 'ml100-2', 'GradientBoostingRegressor']",ai_tw,1,33,2019-06-30,11
0000016B8357AD130000003E6375706F795F72656C656173655155455354,Day58,"[' 生成', 'ml100-2', 'ml100-2-d58']",ai_tw,1,5,2019-06-30,11
0000016B88BBFEA3000000556375706F795F72656C656173655155455354,D30 到目前為止的一些問題,"['ml100-2-d30', 'ml100-2']",ai_tw,1,44,2019-06-30,11
0000016B9E808D27000000CB6375706F795F72656C656173655155455354,請問老師 plt.clf()  plt.cla(),"['ml100-2', 'ml100-2-d59']",ai_tw,1,419,2019-06-30,11
0000016BA2CA701C000000DC6375706F795F72656C656173655155455354,D42作業程式碼詢問,"['ml100-2', 'ml100-2-d42']",ai_tw,1,6,2019-06-30,11
0000016AD812C2B6000001C06375706F795F72656C656173655155455354,Day029的幾個疑問,"['ml100-2', 'ml100-2-d29']",ai_tw,1,0,2019-06-30,12
0000016AEAC800630000023C6375706F795F72656C656173655155455354,Day 029 作業,"['ml100-2', 'ml100-2-d29']",ai_tw,1,65,2019-06-30,12
0000016A55772A15000000D76375706F795F72656C656173655155455354,Day 10 Day 11,"['ml100-2', '語法', 'ml100-2-d10', 'ml100-2-d11']",ai_tw,1,15,2019-06-30,13
0000016A5DD3DCD5000001A26375706F795F72656C656173655155455354,Day 11 HW question,"['ml100-2', '語法', 'ml100-2-d11']",ai_tw,1,5,2019-06-30,13
0000016A5FBA5CD7000001E56375706F795F72656C656173655155455354,Day 11,"['ml100-2', '信賴區間', 'ml100-2-d11']",ai_tw,1,11,2019-06-30,13
0000016A692A8105000002C96375706F795F72656C656173655155455354,Day_011 EDA的圖 要怎麼解釋 看不太懂,"['ml100-2', 'eda', 'ml100-2-d11']",ai_tw,1,51,2019-06-30,13
0000016A6BA9E00E0000030F6375706F795F72656C656173655155455354,D11_繪圖前先排序 / 分組.....這部分較為不清楚用意,"['ml100-2', '語法', 'ml100-2-d11']",ai_tw,1,14,2019-06-30,13
0000016A73C8EE430000011A6375706F795F72656C656173655155455354,Day011,"['ml100-2', 'barplot', 'ml100-2-d11']",ai_tw,1,1655,2019-06-30,13
0000016B09A2C30C0000000F6375706F795F72656C656173655155455354,Day 42,"['ml100-2', 'ml100-2-d42']",ai_tw,1,90,2019-06-30,13
0000016B1823D281000000346375706F795F72656C656173655155455354,D42作業程式碼詢問,"['ml100-2', 'ml100-2-d42']",ai_tw,1,21,2019-06-30,13
0000016B18A9811A000000396375706F795F72656C656173655155455354,Day42 問題是否可以提供DecisionTreeeRegressor範例,"['ml100-2', 'ml100-2-d42']",ai_tw,1,16,2019-06-30,13
000001696BF15EF70000001B6375706F795F72656C656173655155455354,請問雙模型是否勝過單個模型?該如何搭配?,"['ml100', 'ensemble', 'kaggle']",ai_tw,1,0,2019-06-30,14
0000016B16D430590000002D6375706F795F72656C656173655155455354,Day44 feature_importances_ 似乎有問題?,"['ml100-2', 'ml100-2-d44']",ai_tw,1,167,2019-06-30,15
0000016B18AD75AA0000003A6375706F795F72656C656173655155455354,Day44 調整隨機森林的樹量，但是出來的Accuuracy似乎都不會變,"['ml100-2', 'ml100-2-d44']",ai_tw,2,24,2019-06-30,15
0000016B1C53B01C000000486375706F795F72656C656173655155455354,Day44 Random Forest的OOB跟Accuracy,"['ml100-2', 'ml100-2-d44']",ai_tw,1,31,2019-06-30,15
0000016A4AD7E5AE000000466375706F795F72656C656173655155455354,有關 D6 錯誤not all arguments converted during string formatting,"['ml100-2', '語法', 'ml100-2-d06']",ai_tw,1,0,2019-06-30,17
0000016B1823D281000000346375706F795F72656C656173655155455354,D42作業程式碼詢問,"['ml100-2', 'ml100-2-d42']",ai_tw,2,12,2019-06-30,17
0000016B4F28E91C000000DC6375706F795F72656C656173655155455354,Day33-Overfitting的解釋,"['ml100-2', 'ml100-2-d33']",ai_tw,1,23,2019-06-30,17
0000016B83B6D06F000000426375706F795F72656C656173655155455354,Day37,"['ml100-2', 'ml100-2-d37']",ai_tw,1,16,2019-06-30,17
0000016ADEF4A763000001EE6375706F795F72656C656173655155455354,D6  看過前面問答但還是不太懂 dtype_select = [ ],"['ml100-2-d06', 'ml100-2']",ai_tw,1,0,2019-06-30,18
0000016B09383AF60000000D6375706F795F72656C656173655155455354,value_counts().sort_index().cumsum(),"['ml100-2', 'ml100-2-d06', 'value_counts()', 'sort_index()', 'cumsum()']",ai_tw,1,54,2019-06-30,18
0000016BA2CA701C000000DC6375706F795F72656C656173655155455354,D42作業程式碼詢問,"['ml100-2', 'ml100-2-d42']",ai_tw,1,3,2019-06-30,19
0000016BA8251AC7000000EC6375706F795F72656C656173655155455354,Day47例子,"['ml100-2', 'ml100-2-d47']",ai_tw,1,79,2019-06-30,19
0000016AD5A8D380000001B26375706F795F72656C656173655155455354,關於 Day_035_HW 的問題,"['ml100-2', 'ml100-2-d35']",ai_tw,1,13,2019-06-30,21
0000016B88BBFEA3000000556375706F795F72656C656173655155455354,D30 到目前為止的一些問題,"['ml100-2-d30', 'ml100-2']",ai_tw,1,176,2019-06-30,21
0000016B99ADE35D000000C16375706F795F72656C656173655155455354,Day063 何謂影像特徵的平移不變性?,"['ml100-2', 'ml100-2-d63']",ai_tw,1,5,2019-06-30,22
0000016B7A9236BE0000001B6375706F795F72656C656173655155455354,Day58 如何判斷2維均勻分布的分群效果?,"['ml100-2', 'ml100-2-d58']",ai_tw,1,0,2019-06-30,23
0000016B88BBFEA3000000556375706F795F72656C656173655155455354,D30 到目前為止的一些問題,"['ml100-2-d30', 'ml100-2']",ai_tw,1,17,2019-06-30,23
0000016B98F04420000000BC6375706F795F72656C656173655155455354,Day46 GradientBoostingClassifier,"['ml100-2', 'ml100-2-d46']",ai_tw,1,72,2019-07-01,8
0000016B99ADE35D000000C16375706F795F72656C656173655155455354,Day063 何謂影像特徵的平移不變性?,"['ml100-2', 'ml100-2-d63']",ai_tw,2,94,2019-07-01,8
0000016B9C7A8930000000C56375706F795F72656C656173655155455354,SVM呢??,[],ai_tw,1,6,2019-07-01,8
0000016B88BBFEA3000000556375706F795F72656C656173655155455354,D30 到目前為止的一些問題,"['ml100-2-d30', 'ml100-2']",ai_tw,1,8,2019-07-01,9
0000016B98F04420000000BC6375706F795F72656C656173655155455354,Day46 GradientBoostingClassifier,"['ml100-2', 'ml100-2-d46']",ai_tw,1,0,2019-07-01,9
0000016B99ADE35D000000C16375706F795F72656C656173655155455354,Day063 何謂影像特徵的平移不變性?,"['ml100-2', 'ml100-2-d63']",ai_tw,1,13,2019-07-01,9
0000016AD0F1D9E8000001896375706F795F72656C656173655155455354,Day029_HW 梯度提升樹擬合的結果,"['ml100-2', 'ml100-2-d29']",ai_tw,1,12,2019-07-01,10
0000016AD34FA13E000001946375706F795F72656C656173655155455354,Day29 特徵重要性的選取?,"['ml100-2-d29', 'ml100-2']",ai_tw,1,27,2019-07-01,10
0000016B82883BA1000000386375706F795F72656C656173655155455354,Day58 範例程式碼中的矩陣transformation,"['ml100-2', 'ml100-2-d58']",ai_tw,1,10,2019-07-01,10
0000016B88BBFEA3000000556375706F795F72656C656173655155455354,D30 到目前為止的一些問題,"['ml100-2-d30', 'ml100-2']",ai_tw,1,95,2019-07-01,10
0000016B894368FA000000596375706F795F72656C656173655155455354,D62畫圖未顯示？？,"['ml100-2', 'd62', 'ml100-2-d62']",ai_tw,1,170,2019-07-01,10
0000016B89BAE540000000636375706F795F72656C656173655155455354,D60 example & HW 圖顯示不出,"['ml100-2', 'ml100-2-d60']",ai_tw,1,0,2019-07-01,10
0000016B8F1B60EA0000008C6375706F795F72656C656173655155455354,D61 繪圖的部份邏輯 ?,"['ml100-2', 'ml100-2-d61']",ai_tw,2,23,2019-07-01,10
0000016B949F9510000000B16375706F795F72656C656173655155455354,Day56_ANS,"['ml100-2', 'ml100-2-d56']",ai_tw,1,89,2019-07-01,10
0000016B98F04420000000BC6375706F795F72656C656173655155455354,Day46 GradientBoostingClassifier,"['ml100-2', 'ml100-2-d46']",ai_tw,1,15,2019-07-01,10
0000016B99ADE35D000000C16375706F795F72656C656173655155455354,Day063 何謂影像特徵的平移不變性?,"['ml100-2', 'ml100-2-d63']",ai_tw,1,12,2019-07-01,10
0000016B9C7A8930000000C56375706F795F72656C656173655155455354,SVM呢??,[],ai_tw,5,41,2019-07-01,10
0000016B9E808D27000000CB6375706F795F72656C656173655155455354,請問老師 plt.clf()  plt.cla(),"['ml100-2', 'ml100-2-d59']",ai_tw,3,16,2019-07-01,10
0000016BA2CA701C000000DC6375706F795F72656C656173655155455354,D42作業程式碼詢問,"['ml100-2', 'ml100-2-d42']",ai_tw,2,14,2019-07-01,10
0000016BA8251AC7000000EC6375706F795F72656C656173655155455354,Day47例子,"['ml100-2', 'ml100-2-d47']",ai_tw,3,18,2019-07-01,10
0000016AC49AD5A5000001066375706F795F72656C656173655155455354,Day029問題,"['ml100-2', 'ml100-2-d29']",ai_tw,1,0,2019-07-01,11
0000016AC4CDE3B4000001086375706F795F72656C656173655155455354,d29程式碼詢問,"['ml100-2', 'ml100-2-d29']",ai_tw,1,8,2019-07-01,11
0000016AC8150CC1000001206375706F795F72656C656173655155455354,HW29 : GradientBoostingRegressor 與 GradientBoostingClassifier的差異,"['gradientboostingregressor', 'ml100-2', 'ml100-2-d29']",ai_tw,1,5,2019-07-01,11
0000016AC94B3AD60000012B6375706F795F72656C656173655155455354,Day29HW 第二題,"['ml100-2', 'ml100-2-d29']",ai_tw,1,20,2019-07-01,11
0000016ACC474BB4000001566375706F795F72656C656173655155455354,Day29範例問題-重要性高低排序,"['ml100-2', 'ml100-2-d29']",ai_tw,1,15,2019-07-01,11
0000016ACDEEED890000015E6375706F795F72656C656173655155455354,Day29_HW,"['ml100-2', 'ml100-2-d29']",ai_tw,1,79,2019-07-01,11
0000016AE02AD59E000001FB6375706F795F72656C656173655155455354,Day21 不同降偏態的方式,"['ml100-2-d21', 'ml100-2']",ai_tw,1,4,2019-07-01,12
0000016B34D8A327000000376375706F795F72656C656173655155455354,Day021 去除偏態反而讓資料很奇怪,"['ml100-2', 'ml100-2-d21']",ai_tw,1,88,2019-07-01,12
0000016B518A5293000000F16375706F795F72656C656173655155455354,集中在兩端的資料要怎麼去偏化或是怎麼處理比較好?,"['ml100-2', 'ml100-2-d21']",ai_tw,1,51,2019-07-01,12
0000016B9C7A8930000000C56375706F795F72656C656173655155455354,SVM呢??,[],ai_tw,1,3,2019-07-01,12
0000016B9C7A8930000000C56375706F795F72656C656173655155455354,SVM呢??,[],ai_tw,1,19,2019-07-01,13
0000016A33796B2E000002686375706F795F72656C656173655155455354,Day-2關於pd.read_csv()讀取問題,"['ml100-2', 'pd.read_csv()', 'ml100-2-d02']",ai_tw,1,795,2019-07-01,16
0000016A4FD03CC50000002F6375706F795F72656C656173655155455354,HW2 列出所有欄位的範例解答,"['ml100-2', '教材內容', 'ml100-2-d02']",ai_tw,1,19,2019-07-01,16
0000016AAFD43A0B0000000F6375706F795F72656C656173655155455354,day8 inner & outer區別,"['ml100-2', 'ml100-2-d08']",ai_tw,1,29,2019-07-01,16
0000016B3B2F75D6000000526375706F795F72656C656173655155455354,投影片第八頁圖例問題,"['ml100-2', 'ml100-2-d50']",ai_tw,1,2,2019-07-01,16
0000016ACF301A6E000001696375706F795F72656C656173655155455354,"Day23 HW , 關於overfitting","['ml100-2', 'ml100-2-d23']",ai_tw,1,4,2019-07-01,17
0000016AD4802F3A000001A06375706F795F72656C656173655155455354,D17 非結構化資料的特徵工程,"['ml100-2', 'ml100-2-d17', '教材內容', '特徵工程']",ai_tw,1,13,2019-07-01,17
0000016AFA1E154A0000029D6375706F795F72656C656173655155455354,D23 中均值編碼的 model 如何作 預測?,"['ml100-2', 'ml100-2-d23']",ai_tw,1,8,2019-07-01,17
0000016B88BBFEA3000000556375706F795F72656C656173655155455354,D30 到目前為止的一些問題,"['ml100-2-d30', 'ml100-2']",ai_tw,1,175,2019-07-01,17
0000016B96466482000000B26375706F795F72656C656173655155455354,關於046 train_test_split 的 test_size,"['ml100-2', 'ml100-2-d46']",ai_tw,1,5,2019-07-01,17
0000016B98F04420000000BC6375706F795F72656C656173655155455354,Day46 GradientBoostingClassifier,"['ml100-2', 'ml100-2-d46']",ai_tw,1,136,2019-07-01,17
0000016BABDA7553000000F96375706F795F72656C656173655155455354,Day50_Stacking,"['ml100-2', 'ml100-2-d50']",ai_tw,1,2,2019-07-01,17
0000016AA531C0FF000000A66375706F795F72656C656173655155455354,Day23_範例解答drop欄位,"['ml100-2', 'ml100-2-d23']",ai_tw,1,0,2019-07-01,18
0000016AAF1ED2320000012E6375706F795F72656C656173655155455354,HW 023 : 均值編碼-作業二的問題,"['ml100-2', 'ml100-2-d23']",ai_tw,1,261,2019-07-01,18
0000016B9E808D27000000CB6375706F795F72656C656173655155455354,請問老師 plt.clf()  plt.cla(),"['ml100-2', 'ml100-2-d59']",ai_tw,1,307,2019-07-01,18
0000016BA2CA701C000000DC6375706F795F72656C656173655155455354,D42作業程式碼詢問,"['ml100-2', 'ml100-2-d42']",ai_tw,2,99,2019-07-01,18
0000016BA8251AC7000000EC6375706F795F72656C656173655155455354,Day47例子,"['ml100-2', 'ml100-2-d47']",ai_tw,2,894,2019-07-01,18
0000016BABDA7553000000F96375706F795F72656C656173655155455354,Day50_Stacking,"['ml100-2', 'ml100-2-d50']",ai_tw,1,13,2019-07-01,18
0000016ACA5BD7AA0000013D6375706F795F72656C656173655155455354,Day_30_apply回傳值中n_classes所代表的意思,"['ml100-2', 'ml100-2-d30']",ai_tw,3,41,2019-07-01,19
0000016ACA6F914A000001406375706F795F72656C656173655155455354,Day_30_ROC 曲線的閥值是什麼意思,"['ml100-2', 'ml100-2-d30']",ai_tw,2,60,2019-07-01,19
0000016B74FF4A740000000C6375706F795F72656C656173655155455354,Day 59,"['ml100-2', 'ml100-2-d59']",ai_tw,5,58,2019-07-01,19
0000016B894368FA000000596375706F795F72656C656173655155455354,D62畫圖未顯示？？,"['ml100-2', 'd62', 'ml100-2-d62']",ai_tw,1,26,2019-07-01,19
0000016B9C7A8930000000C56375706F795F72656C656173655155455354,SVM呢??,[],ai_tw,1,44,2019-07-01,19
0000016BAD564231000000FE6375706F795F72656C656173655155455354,D66 cuda &Keras macOS install,"['ml100-2', 'ml100-2-d66']",ai_tw,2,74,2019-07-01,19
0000016A69B3846A000002ED6375706F795F72656C656173655155455354,D14範例程式碼詢問,"['ml100-2', 'plt.plot', 'ml100-2-d14']",ai_tw,2,49,2019-07-01,20
0000016B9C7A8930000000C56375706F795F72656C656173655155455354,SVM呢??,[],ai_tw,1,8,2019-07-01,20
0000016BAD564231000000FE6375706F795F72656C656173655155455354,D66 cuda &Keras macOS install,"['ml100-2', 'ml100-2-d66']",ai_tw,5,51,2019-07-01,20
0000016B1CBCF7F7000000496375706F795F72656C656173655155455354,關於sklearn中的 DecisionTreeRegressor & RandomForestRegressor的問題。,"['ml100-2', 'decision tree', 'random forest', 'model select', 'day40', 'day42']",ai_tw,1,9,2019-07-01,21
0000016B5492301B000000F76375706F795F72656C656173655155455354,D11-D16沒有看到範例解答,['ml100-2'],ai_tw,1,5,2019-07-01,21
0000016B9C7A8930000000C56375706F795F72656C656173655155455354,SVM呢??,[],ai_tw,2,17,2019-07-01,21
0000016BAD564231000000FE6375706F795F72656C656173655155455354,D66 cuda &Keras macOS install,"['ml100-2', 'ml100-2-d66']",ai_tw,1,3,2019-07-01,21
0000016BAD9849B3000001046375706F795F72656C656173655155455354,D66 cuda &Keras AMD顯卡?,"['ml100-2', 'ml100-2-d66']",ai_tw,1,2,2019-07-01,21
0000016ADEF4A763000001EE6375706F795F72656C656173655155455354,D6  看過前面問答但還是不太懂 dtype_select = [ ],"['ml100-2-d06', 'ml100-2']",ai_tw,2,7,2019-07-01,22
0000016B3CB497F1000000566375706F795F72656C656173655155455354,Day47 如果使用DecisionTreeRegressor 要如何計算ACC呢？,"['ml100-2', 'ml100-2-d47']",ai_tw,1,1010,2019-07-01,22
0000016B459D88F9000000A16375706F795F72656C656173655155455354,acc跑出來是負的，預設超參數跑出來也有0.95，?,['day47'],ai_tw,2,55,2019-07-01,22
0000016B92621FAE000000A16375706F795F72656C656173655155455354,Day 47 - 使用 iris 資料後的參數 MSE 提高了,"['ml100-2-d47', 'ml100-2']",ai_tw,1,3,2019-07-01,22
0000016BA2CA701C000000DC6375706F795F72656C656173655155455354,D42作業程式碼詢問,"['ml100-2', 'ml100-2-d42']",ai_tw,1,22,2019-07-01,22
0000016A697E21D7000002E36375706F795F72656C656173655155455354,Day002 找不到路徑,"['ml100-2', '路徑', 'ml100-2-d02']",ai_tw,2,271,2019-07-01,23
0000016A73623AEE000000ED6375706F795F72656C656173655155455354,DAY003  NameError: name 'df' is not defined,"['ml100-2', 'df', 'ml100-2-d03']",ai_tw,1,18,2019-07-01,23
0000016AA7334E78000000CF6375706F795F72656C656173655155455354,HW6中讀取CSV檔的編碼問題,"['ml100-2', 'ml100-2-d06']",ai_tw,1,18,2019-07-01,23
0000016AE03CE24D000001FD6375706F795F72656C656173655155455354,UnicodeDecodeError問題,"['ml100-2', 'ml100-2-d02']",ai_tw,1,3,2019-07-01,23
0000016B949F9510000000B16375706F795F72656C656173655155455354,Day56_ANS,"['ml100-2', 'ml100-2-d56']",ai_tw,1,12,2019-07-01,23
0000016B99ADE35D000000C16375706F795F72656C656173655155455354,Day063 何謂影像特徵的平移不變性?,"['ml100-2', 'ml100-2-d63']",ai_tw,1,10,2019-07-01,23
0000016B9C7A8930000000C56375706F795F72656C656173655155455354,SVM呢??,[],ai_tw,2,33,2019-07-01,23
0000016BAD564231000000FE6375706F795F72656C656173655155455354,D66 cuda &Keras macOS install,"['ml100-2', 'ml100-2-d66']",ai_tw,3,15,2019-07-01,23
0000016BAD9849B3000001046375706F795F72656C656173655155455354,D66 cuda &Keras AMD顯卡?,"['ml100-2', 'ml100-2-d66']",ai_tw,2,9,2019-07-01,23
0000016BAD564231000000FE6375706F795F72656C656173655155455354,D66 cuda &Keras macOS install,"['ml100-2', 'ml100-2-d66']",ai_tw,1,2,2019-07-02,0
0000016BAD9849B3000001046375706F795F72656C656173655155455354,D66 cuda &Keras AMD顯卡?,"['ml100-2', 'ml100-2-d66']",ai_tw,1,2,2019-07-02,0
0000016BAE437A3C000001136375706F795F72656C656173655155455354,D66,"['ml100-2', 'ml100-2-d66']",ai_tw,2,7,2019-07-02,0
0000016AC15A2E7E000000F46375706F795F72656C656173655155455354,Day 30 31,"['ml100-2', 'ml100-2-d30', 'ml100-2-d31']",ai_tw,1,13,2019-07-02,1
0000016AC4811CB7000001056375706F795F72656C656173655155455354,Day_030_HW 葉編碼相關問題,"['ml100-2', 'ml100-2-d30']",ai_tw,1,45,2019-07-02,1
0000016AC586A413000001106375706F795F72656C656173655155455354,Day30 範例中的training data,"['ml100-2', 'ml100-2-d30']",ai_tw,1,17,2019-07-02,1
0000016AC68932990000011E6375706F795F72656C656173655155455354,Day30 切分train test 及結果輸出的程式碼,"[' 將梯度提升樹結果輸出pred_gdbt', 'ml100-2', 'ml100-2-d30']",ai_tw,2,78,2019-07-02,1
0000016AC9A88A8C0000012F6375706F795F72656C656173655155455354,D30範例程式碼詢問,"['ml100-2', 'ml100-2-d30']",ai_tw,1,42,2019-07-02,1
0000016ACA0DFAAD000001366375706F795F72656C656173655155455354,"請問Day30的說明是什麼意思: 因為擬合(fit)與編碼(transform)需要分開, 因此不使用.get_dummy, 而採用 sklearn 的 OneHotEncoder","['ml100-2', 'ml100-2-d30']",ai_tw,1,7,2019-07-02,1
0000016ACA5BD7AA0000013D6375706F795F72656C656173655155455354,Day_30_apply回傳值中n_classes所代表的意思,"['ml100-2', 'ml100-2-d30']",ai_tw,1,23,2019-07-02,1
0000016ACA6F914A000001406375706F795F72656C656173655155455354,Day_30_ROC 曲線的閥值是什麼意思,"['ml100-2', 'ml100-2-d30']",ai_tw,1,33,2019-07-02,1
0000016AD067DA440000017C6375706F795F72656C656173655155455354,Day_030_葉編碼(apply用法),"['ml100-2', 'ml100-2-d30']",ai_tw,2,59,2019-07-02,1
0000016AD0D0C91E000001836375706F795F72656C656173655155455354,Day30_HW,"['ml100-2', 'ml100-2-d30']",ai_tw,1,19,2019-07-02,1
0000016ADD008484000001DA6375706F795F72656C656173655155455354,Day_030_葉編碼,"['ml100-2', 'ml100-2-d30']",ai_tw,1,29,2019-07-02,1
0000016AEDE0C359000002516375706F795F72656C656173655155455354,D30 葉編碼作業問題,"['ml100-2-d30', '葉編碼']",ai_tw,1,32,2019-07-02,1
0000016AF4E09D970000027F6375706F795F72656C656173655155455354,Day30 範例,"['ml100-2', 'ml100-2-d30']",ai_tw,1,31,2019-07-02,1
0000016B061D4179000002D66375706F795F72656C656173655155455354,day-30,"['ml100-2', 'ml100-2-d30']",ai_tw,1,13,2019-07-02,1
0000016B233E98D3000000646375706F795F72656C656173655155455354,Day30 shape 問題,"['ml100-2-d30', 'ml100-2']",ai_tw,1,36,2019-07-02,1
0000016B88BBFEA3000000556375706F795F72656C656173655155455354,D30 到目前為止的一些問題,"['ml100-2-d30', 'ml100-2']",ai_tw,1,185,2019-07-02,1
0000016BAD564231000000FE6375706F795F72656C656173655155455354,D66 cuda &Keras macOS install,"['ml100-2', 'ml100-2-d66']",ai_tw,1,8,2019-07-02,6
0000016BAD9849B3000001046375706F795F72656C656173655155455354,D66 cuda &Keras AMD顯卡?,"['ml100-2', 'ml100-2-d66']",ai_tw,1,3,2019-07-02,6
0000016BAE437A3C000001136375706F795F72656C656173655155455354,D66,"['ml100-2', 'ml100-2-d66']",ai_tw,1,12,2019-07-02,6
0000016BAD9849B3000001046375706F795F72656C656173655155455354,D66 cuda &Keras AMD顯卡?,"['ml100-2', 'ml100-2-d66']",ai_tw,1,0,2019-07-02,7
0000016BAE437A3C000001136375706F795F72656C656173655155455354,D66,"['ml100-2', 'ml100-2-d66']",ai_tw,1,6,2019-07-02,8
0000016A7D90B09C000001FB6375706F795F72656C656173655155455354,Day7,"['ml100-2', 'missing value', '遺漏值', 'ml100-2-d07']",ai_tw,1,19,2019-07-02,9
0000016A9D3C9CE60000002D6375706F795F72656C656173655155455354,Day 7 範例,"['ml100-2', 'ml100-2-d07']",ai_tw,3,977,2019-07-02,9
0000016BAD564231000000FE6375706F795F72656C656173655155455354,D66 cuda &Keras macOS install,"['ml100-2', 'ml100-2-d66']",ai_tw,2,20,2019-07-02,9
0000016BAD9849B3000001046375706F795F72656C656173655155455354,D66 cuda &Keras AMD顯卡?,"['ml100-2', 'ml100-2-d66']",ai_tw,1,4,2019-07-02,9
0000016BAE437A3C000001136375706F795F72656C656173655155455354,D66,"['ml100-2', 'ml100-2-d66']",ai_tw,2,21,2019-07-02,9
0000016BB02E6F39000001186375706F795F72656C656173655155455354,softmax() got an unexpected keyword argument ‘axis',['ml100-2'],ai_tw,2,24,2019-07-02,9
0000016A2C1DD1B9000001056375706F795F72656C656173655155455354,作業能不能交.py檔,"['ml100-2', '作業繳交', 'ml100-2-d01']",ai_tw,1,8,2019-07-02,10
0000016B7D4712F50000001C6375706F795F72656C656173655155455354,Boston Classify 找到最佳參數後，Accuracy卻下降?,"['ml100-2', 'ml100-2-d47']",ai_tw,1,0,2019-07-02,10
0000016B7E2C8129000000226375706F795F72656C656173655155455354,PCA問題,['PCA'],ai_tw,1,28,2019-07-02,10
0000016B837DF08A000000416375706F795F72656C656173655155455354,Day_056_HW,"['day_056_hw', 'silhouette_score', 'ml100-2', 'ml100-2-d56']",ai_tw,1,45,2019-07-02,10
