qid,qtitle,qtags,assistid,pvnum,visitduration,logdate,loghour
0000016BCA3537010000003E6375706F795F72656C656173655155455354,Day69 問題?,"['ml100-2', 'ml100-2-d69']",ai_tw,1,62,2019-07-07,13
0000016ADF701958000001F06375706F795F72656C656173655155455354,Day24 範例,"['ml100-2', 'ml100-2-d24']",ai_tw,1,13,2019-07-07,14
0000016AFF008EFB000002B86375706F795F72656C656173655155455354,Day36 講義,"['ml100-2', 'ml100-2-d36']",ai_tw,1,749,2019-07-07,14
0000016B043972E0000002D26375706F795F72656C656173655155455354,"Day 36 HW, F1 & F2 Score","['ml100-2', 'ml100-2-d36']",ai_tw,1,49,2019-07-07,14
0000016B694BADD3000001686375706F795F72656C656173655155455354,關於MAE和ＭSE?,"['ml100-2', 'ml100-2-d36', 'day 36']",ai_tw,1,26,2019-07-07,14
0000016B7531467B0000000E6375706F795F72656C656173655155455354,Day 41: 決策樹假設 & 分割條件,"['ml100-2', 'ml100-2-d41']",ai_tw,1,0,2019-07-07,14
0000016B894368FA000000596375706F795F72656C656173655155455354,D62畫圖未顯示？？,"['ml100-2', 'd62', 'ml100-2-d62']",ai_tw,1,453,2019-07-07,14
0000016B99ADE35D000000C16375706F795F72656C656173655155455354,Day063 何謂影像特徵的平移不變性?,"['ml100-2', 'ml100-2-d63']",ai_tw,3,1369,2019-07-07,14
0000016BB7645826000001486375706F795F72656C656173655155455354,最後模型概述信息,"['ml100-2', 'ml100-2-d68']",ai_tw,1,96,2019-07-07,14
0000016BBD2A6A1E000000076375706F795F72656C656173655155455354,"執行範例時，出現""name 'auxiliary_input' is not defined"" 錯誤","['ml100-2', 'ml100-2-d69']",ai_tw,1,1535,2019-07-07,14
0000016BC6926C31000000246375706F795F72656C656173655155455354,shape?,"['ml100-2', 'ml100-2-d71']",ai_tw,2,23,2019-07-07,14
0000016BC7ACF48E000000356375706F795F72656C656173655155455354,期中考的經驗學習,['ml100-2'],ai_tw,2,4,2019-07-07,14
000001687FE6AD22000001986375706F795F72656C656173655155455354,"想詢問train_test_split的random_state參數,設定數字與不設定的差別在哪?","['ml100', 'random_state', 'ml100-d34']",ai_tw,1,15,2019-07-07,15
0000016A72D1143D000000D96375706F795F72656C656173655155455354,Day 004 Train the LabelEncoder ?,"['ml100-2', 'ml100-2-d04']",ai_tw,1,123,2019-07-07,15
0000016A961BB627000003C16375706F795F72656C656173655155455354,Day7 範例疑問,"['ml100-2', 'ml100-2-d07']",ai_tw,1,281,2019-07-07,15
0000016ADADA4C2E000001D46375706F795F72656C656173655155455354,Day27 範例,"['ml100-2', 'ml100-2-d27']",ai_tw,1,6,2019-07-07,15
0000016ADEF4A763000001EE6375706F795F72656C656173655155455354,D6  看過前面問答但還是不太懂 dtype_select = [ ],"['ml100-2-d06', 'ml100-2']",ai_tw,1,0,2019-07-07,15
0000016AECFECD6B000002466375706F795F72656C656173655155455354,Day034的兩個問題,"['ml100-2', 'ml100-2-d34']",ai_tw,1,39,2019-07-07,15
0000016AFCED7578000002AA6375706F795F72656C656173655155455354,d-27,"['ml100-2-d27', 'ml100-2']",ai_tw,1,118,2019-07-07,15
0000016B518A5293000000F16375706F795F72656C656173655155455354,集中在兩端的資料要怎麼去偏化或是怎麼處理比較好?,"['ml100-2', 'ml100-2-d21']",ai_tw,2,65,2019-07-07,15
0000016B6D5539DD000001746375706F795F72656C656173655155455354,如何求得模式的Bias/Variance?,"['ml100-2', 'ml100-2-d34']",ai_tw,1,41,2019-07-07,15
0000016B8251D3EF000000336375706F795F72656C656173655155455354,程式碼?,"['ml100-2', 'ml100-2-d58']",ai_tw,1,0,2019-07-07,15
0000016B894368FA000000596375706F795F72656C656173655155455354,D62畫圖未顯示？？,"['ml100-2', 'd62', 'ml100-2-d62']",ai_tw,1,0,2019-07-07,15
0000016B8A716DE10000006F6375706F795F72656C656173655155455354,D61_課堂練習_圖片解釋,"['ml100-2', 'ml100-2-d61']",ai_tw,1,413,2019-07-07,15
0000016BB1F024180000012A6375706F795F72656C656173655155455354,Day_067-Keras_Dataset_HW 中為什麼要對 label 做 One Hot Encoding,"['ml100-2', 'ml100-2-d67']",ai_tw,1,1845,2019-07-07,15
0000016BBD2A6A1E000000076375706F795F72656C656173655155455354,"執行範例時，出現""name 'auxiliary_input' is not defined"" 錯誤","['ml100-2', 'ml100-2-d69']",ai_tw,2,1208,2019-07-07,15
0000016BC349A4E9000000176375706F795F72656C656173655155455354,D68 建立CNN model 跳出棄用之問題,"['ml100-2', 'ml100-2-d68']",ai_tw,1,0,2019-07-07,15
0000016BC66D5987000000216375706F795F72656C656173655155455354,使用損失函數問題?,"['ml100-2', 'ml100-2-d71']",ai_tw,2,0,2019-07-07,15
0000016BC6926C31000000246375706F795F72656C656173655155455354,shape?,"['ml100-2', 'ml100-2-d71']",ai_tw,1,18,2019-07-07,15
0000016BCA4B9D06000000406375706F795F72656C656173655155455354,jupyter notebook 裡的 python 環境跟 conda 環境不一致,['ml100-2'],ai_tw,1,2,2019-07-07,15
00000169BDFE47C1000001096375706F795F72656C656173655155455354,"請問下列程式中, 使用均值編碼, 驗證分數為1, 是不是太高了","['ml100', '均值回歸', 'ml100-d23']",ai_tw,2,782,2019-07-07,16
0000016A8DDE26D60000033A6375706F795F72656C656173655155455354,"HW 023 # 均值編碼寫法可以解釋一下嗎, 看起來很繞?","['均值編碼data', 'ml100-2', 'ml100-2-d23']",ai_tw,1,118,2019-07-07,16
0000016AA531C0FF000000A66375706F795F72656C656173655155455354,Day23_範例解答drop欄位,"['ml100-2', 'ml100-2-d23']",ai_tw,1,13,2019-07-07,16
0000016AAB540EE4000001026375706F795F72656C656173655155455354,Day 7 用 np.percentile 寫入 DataFrame,"['numpy', 'ml100-2', 'ml100-2-d07']",ai_tw,2,81,2019-07-07,16
0000016AAF1ED2320000012E6375706F795F72656C656173655155455354,HW 023 : 均值編碼-作業二的問題,"['ml100-2', 'ml100-2-d23']",ai_tw,1,53,2019-07-07,16
0000016ABA2AD1160000009A6375706F795F72656C656173655155455354,Day023請教做drop的時機點,"['ml100-2', 'ml100-2-d23']",ai_tw,1,20,2019-07-07,16
0000016AC9254A5D000001286375706F795F72656C656173655155455354,DAY25 時間型特徵,"['ml100-2', 'ml100-2-d25']",ai_tw,1,163,2019-07-07,16
0000016AD5A8D380000001B26375706F795F72656C656173655155455354,關於 Day_035_HW 的問題,"['ml100-2', 'ml100-2-d35']",ai_tw,2,434,2019-07-07,16
0000016AE58477D90000021E6375706F795F72656C656173655155455354,D35_HW,"['ml100-2', 'ml100-2-d35']",ai_tw,1,49,2019-07-07,16
0000016AF330800E000002696375706F795F72656C656173655155455354,D37 回歸模型 需要服從基本假設嗎,"['ml100-2', 'ml100-2-d37']",ai_tw,1,183,2019-07-07,16
0000016AFA1E154A0000029D6375706F795F72656C656173655155455354,D23 中均值編碼的 model 如何作 預測?,"['ml100-2', 'ml100-2-d23']",ai_tw,1,106,2019-07-07,16
0000016B023F5561000002BE6375706F795F72656C656173655155455354,"Day038 想請問 MSE, Accuracy, cross_val_score 這幾種評估指標的差異","['ml100-2', 'ml100-2-d38']",ai_tw,1,139,2019-07-07,16
0000016B3511D60A000000386375706F795F72656C656173655155455354,Day023 鐵達尼生存率經均值轉換cross val score分數為1是合理的嗎?,"['ml100-2', 'ml100-2-d23']",ai_tw,1,34,2019-07-07,16
0000016B7FC3A16F0000002B6375706F795F72656C656173655155455354,D38 建立線性回歸模型方式和以往不同?,"['ml100-2', 'ml100-2-d38']",ai_tw,1,50,2019-07-07,16
0000016B894368FA000000596375706F795F72656C656173655155455354,D62畫圖未顯示？？,"['ml100-2', 'd62', 'ml100-2-d62']",ai_tw,1,944,2019-07-07,16
0000016B8C6E7AEF000000766375706F795F72656C656173655155455354,Day59_text3D問題,"['ml100-2', 'ml100-2-d59']",ai_tw,1,0,2019-07-07,16
0000016B99ADE35D000000C16375706F795F72656C656173655155455354,Day063 何謂影像特徵的平移不變性?,"['ml100-2', 'ml100-2-d63']",ai_tw,1,0,2019-07-07,16
0000016BB1A6FC6B000001256375706F795F72656C656173655155455354,D59,"['ml100-2', 'ml100-2-d59']",ai_tw,1,43,2019-07-07,16
0000016BB1F081EA0000012B6375706F795F72656C656173655155455354,Day038 question,"['ml100-2', 'ml100-2-d38']",ai_tw,1,71,2019-07-07,16
0000016BB50E40400000013B6375706F795F72656C656173655155455354,D66 請問沒有GPU的電腦該如何安裝Tensor Flow ?,"['ml100-2', 'ml100-2-d66']",ai_tw,1,0,2019-07-07,16
0000016BB7645826000001486375706F795F72656C656173655155455354,最後模型概述信息,"['ml100-2', 'ml100-2-d68']",ai_tw,2,85,2019-07-07,16
0000016BBD2A6A1E000000076375706F795F72656C656173655155455354,"執行範例時，出現""name 'auxiliary_input' is not defined"" 錯誤","['ml100-2', 'ml100-2-d69']",ai_tw,1,1005,2019-07-07,16
0000016BC349A4E9000000176375706F795F72656C656173655155455354,D68 建立CNN model 跳出棄用之問題,"['ml100-2', 'ml100-2-d68']",ai_tw,1,37,2019-07-07,16
0000016BC66D5987000000216375706F795F72656C656173655155455354,使用損失函數問題?,"['ml100-2', 'ml100-2-d71']",ai_tw,1,51,2019-07-07,16
0000016BC6926C31000000246375706F795F72656C656173655155455354,shape?,"['ml100-2', 'ml100-2-d71']",ai_tw,1,844,2019-07-07,16
0000016BC6ED42FF000000286375706F795F72656C656173655155455354,特徵具共線性問題,['ml100-2'],ai_tw,1,6,2019-07-07,16
0000016ADF701958000001F06375706F795F72656C656173655155455354,Day24 範例,"['ml100-2', 'ml100-2-d24']",ai_tw,1,363,2019-07-07,17
0000016AE925ABD4000002346375706F795F72656C656173655155455354,Day24 特徵雜湊編碼疑問,"['ml100-2', 'ml100-2-d24']",ai_tw,1,3,2019-07-07,17
0000016B023F5561000002BE6375706F795F72656C656173655155455354,"Day038 想請問 MSE, Accuracy, cross_val_score 這幾種評估指標的差異","['ml100-2', 'ml100-2-d38']",ai_tw,1,0,2019-07-07,17
0000016B59DAF95F000001106375706F795F72656C656173655155455354,Day 24 HW 趕進度中 對於取Hash的時候 資料的index一直發生問題,"['ml100-2-d24', 'ml100-2']",ai_tw,1,354,2019-07-07,17
0000016B82883BA1000000386375706F795F72656C656173655155455354,Day58 範例程式碼中的矩陣transformation,"['ml100-2', 'ml100-2-d58']",ai_tw,2,90,2019-07-07,17
0000016B894368FA000000596375706F795F72656C656173655155455354,D62畫圖未顯示？？,"['ml100-2', 'd62', 'ml100-2-d62']",ai_tw,1,20,2019-07-07,17
0000016B8A716DE10000006F6375706F795F72656C656173655155455354,D61_課堂練習_圖片解釋,"['ml100-2', 'ml100-2-d61']",ai_tw,1,40,2019-07-07,17
0000016BBD2A6A1E000000076375706F795F72656C656173655155455354,"執行範例時，出現""name 'auxiliary_input' is not defined"" 錯誤","['ml100-2', 'ml100-2-d69']",ai_tw,1,62,2019-07-07,17
0000016BBFEF73FF0000000B6375706F795F72656C656173655155455354,安裝後執行import時無法找到cudart64_90.dll,"['ml100-2-d66', 'ml100-2']",ai_tw,1,32,2019-07-07,17
0000016BC66D5987000000216375706F795F72656C656173655155455354,使用損失函數問題?,"['ml100-2', 'ml100-2-d71']",ai_tw,1,57,2019-07-07,17
0000016BCA4B9D06000000406375706F795F72656C656173655155455354,jupyter notebook 裡的 python 環境跟 conda 環境不一致,['ml100-2'],ai_tw,1,30,2019-07-07,17
0000016B36131487000000426375706F795F72656C656173655155455354,D48 assignment,"['ml100-2', 'ml100-2-d48']",ai_tw,1,8,2019-07-07,18
0000016BAD564231000000FE6375706F795F72656C656173655155455354,D66 cuda &Keras macOS install,"['ml100-2', 'ml100-2-d66']",ai_tw,1,8,2019-07-07,18
0000016BAE437A3C000001136375706F795F72656C656173655155455354,D66,"['ml100-2', 'ml100-2-d66']",ai_tw,1,5,2019-07-07,18
0000016BB1337639000001216375706F795F72656C656173655155455354,Day66 WIndow 10 安裝 keras 問題,"['ml100-2', 'ml100-2-d66']",ai_tw,1,206,2019-07-07,18
0000016BB50E40400000013B6375706F795F72656C656173655155455354,D66 請問沒有GPU的電腦該如何安裝Tensor Flow ?,"['ml100-2', 'ml100-2-d66']",ai_tw,1,577,2019-07-07,18
0000016BBFEF73FF0000000B6375706F795F72656C656173655155455354,安裝後執行import時無法找到cudart64_90.dll,"['ml100-2-d66', 'ml100-2']",ai_tw,1,27,2019-07-07,18
0000016BC66D5987000000216375706F795F72656C656173655155455354,使用損失函數問題?,"['ml100-2', 'ml100-2-d71']",ai_tw,1,6,2019-07-07,18
0000016BC6926C31000000246375706F795F72656C656173655155455354,shape?,"['ml100-2', 'ml100-2-d71']",ai_tw,1,4,2019-07-07,18
0000016BC6ED42FF000000286375706F795F72656C656173655155455354,特徵具共線性問題,['ml100-2'],ai_tw,1,17,2019-07-07,18
0000016BC7ACF48E000000356375706F795F72656C656173655155455354,期中考的經驗學習,['ml100-2'],ai_tw,1,19,2019-07-07,18
0000016BCA3537010000003E6375706F795F72656C656173655155455354,Day69 問題?,"['ml100-2', 'ml100-2-d69']",ai_tw,1,17,2019-07-07,18
0000016BCA4B9D06000000406375706F795F72656C656173655155455354,jupyter notebook 裡的 python 環境跟 conda 環境不一致,['ml100-2'],ai_tw,1,6,2019-07-07,18
0000016BCB719949000000476375706F795F72656C656173655155455354,Day67作業中於執行到plot_images_labels_prediction報錯,"['ml100-2', 'ml100-2-d67']",ai_tw,3,85,2019-07-07,18
0000016ADE95F717000001E56375706F795F72656C656173655155455354,數值與數值組合，若只是將自變數加減一個常數有意義嗎,"['ml100-2', 'ml100-2-d26']",ai_tw,1,72,2019-07-07,19
0000016AECF36613000002446375706F795F72656C656173655155455354,Day_026_HW,"['ml100-2', 'ml100-2-d26']",ai_tw,1,158,2019-07-07,19
0000016AF3652DA40000026E6375706F795F72656C656173655155455354,Day026 cannot convert the series to <class 'float'>問題,"['ml100-2-d26', 'ml100-2']",ai_tw,1,699,2019-07-07,19
0000016B99ADE35D000000C16375706F795F72656C656173655155455354,Day063 何謂影像特徵的平移不變性?,"['ml100-2', 'ml100-2-d63']",ai_tw,1,0,2019-07-07,19
0000016BB7645826000001486375706F795F72656C656173655155455354,最後模型概述信息,"['ml100-2', 'ml100-2-d68']",ai_tw,1,129,2019-07-07,19
0000016BC349A4E9000000176375706F795F72656C656173655155455354,D68 建立CNN model 跳出棄用之問題,"['ml100-2', 'ml100-2-d68']",ai_tw,2,163,2019-07-07,19
0000016BC66D5987000000216375706F795F72656C656173655155455354,使用損失函數問題?,"['ml100-2', 'ml100-2-d71']",ai_tw,1,0,2019-07-07,19
0000016BBD2A6A1E000000076375706F795F72656C656173655155455354,"執行範例時，出現""name 'auxiliary_input' is not defined"" 錯誤","['ml100-2', 'ml100-2-d69']",ai_tw,1,270,2019-07-07,20
0000016AD812C2B6000001C06375706F795F72656C656173655155455354,Day029的幾個疑問,"['ml100-2', 'ml100-2-d29']",ai_tw,1,0,2019-07-07,21
0000016B6F704AF20000018A6375706F795F72656C656173655155455354,d27,"['ml100-2', 'ml100-2-d27']",ai_tw,1,0,2019-07-07,21
0000016B89BAE540000000636375706F795F72656C656173655155455354,D60 example & HW 圖顯示不出,"['ml100-2', 'ml100-2-d60']",ai_tw,1,298,2019-07-07,21
0000016BB1A6FC6B000001256375706F795F72656C656173655155455354,D59,"['ml100-2', 'ml100-2-d59']",ai_tw,1,7,2019-07-07,21
0000016BB1F024180000012A6375706F795F72656C656173655155455354,Day_067-Keras_Dataset_HW 中為什麼要對 label 做 One Hot Encoding,"['ml100-2', 'ml100-2-d67']",ai_tw,2,95,2019-07-07,21
0000016BB7645826000001486375706F795F72656C656173655155455354,最後模型概述信息,"['ml100-2', 'ml100-2-d68']",ai_tw,1,28,2019-07-07,21
0000016BBD2A6A1E000000076375706F795F72656C656173655155455354,"執行範例時，出現""name 'auxiliary_input' is not defined"" 錯誤","['ml100-2', 'ml100-2-d69']",ai_tw,1,11,2019-07-07,21
0000016BC349A4E9000000176375706F795F72656C656173655155455354,D68 建立CNN model 跳出棄用之問題,"['ml100-2', 'ml100-2-d68']",ai_tw,1,50,2019-07-07,21
0000016BC7ACF48E000000356375706F795F72656C656173655155455354,期中考的經驗學習,['ml100-2'],ai_tw,2,20,2019-07-07,21
0000016BCA4B9D06000000406375706F795F72656C656173655155455354,jupyter notebook 裡的 python 環境跟 conda 環境不一致,['ml100-2'],ai_tw,1,11,2019-07-07,21
0000016BCB719949000000476375706F795F72656C656173655155455354,Day67作業中於執行到plot_images_labels_prediction報錯,"['ml100-2', 'ml100-2-d67']",ai_tw,4,209,2019-07-07,21
0000016A69B3846A000002ED6375706F795F72656C656173655155455354,D14範例程式碼詢問,"['ml100-2', 'plt.plot', 'ml100-2-d14']",ai_tw,1,0,2019-07-07,22
0000016B9C7A8930000000C56375706F795F72656C656173655155455354,SVM呢??,[],ai_tw,1,6,2019-07-07,22
0000016BB50E40400000013B6375706F795F72656C656173655155455354,D66 請問沒有GPU的電腦該如何安裝Tensor Flow ?,"['ml100-2', 'ml100-2-d66']",ai_tw,1,42,2019-07-07,22
0000016BBD2A6A1E000000076375706F795F72656C656173655155455354,"執行範例時，出現""name 'auxiliary_input' is not defined"" 錯誤","['ml100-2', 'ml100-2-d69']",ai_tw,2,316,2019-07-07,22
0000016BC66D5987000000216375706F795F72656C656173655155455354,使用損失函數問題?,"['ml100-2', 'ml100-2-d71']",ai_tw,4,77,2019-07-07,22
0000016BC6926C31000000246375706F795F72656C656173655155455354,shape?,"['ml100-2', 'ml100-2-d71']",ai_tw,3,5,2019-07-07,22
0000016BC7ACF48E000000356375706F795F72656C656173655155455354,期中考的經驗學習,['ml100-2'],ai_tw,2,287,2019-07-07,22
