daysSinceLastSession,vistornum,sessionnum,pvnum,logdate
10,1,1,1,2019-07-01
11,6,6,19,2019-07-01
12,3,3,56,2019-07-01
15,1,1,18,2019-07-01
16,4,4,40,2019-07-01
17,3,3,38,2019-07-01
18,1,1,2,2019-07-01
19,1,1,35,2019-07-01
2,59,59,687,2019-07-01
20,1,1,4,2019-07-01
21,1,1,72,2019-07-01
25,3,3,4,2019-07-01
29,1,1,7,2019-07-01
3,46,46,507,2019-07-01
33,1,1,5,2019-07-01
4,25,25,336,2019-07-01
41,3,3,16,2019-07-01
47,1,1,1,2019-07-01
5,17,17,92,2019-07-01
52,1,1,4,2019-07-01
56,1,1,5,2019-07-01
6,9,9,50,2019-07-01
60,1,1,1,2019-07-01
7,2,2,4,2019-07-01
72,1,1,11,2019-07-01
78,1,1,45,2019-07-01
8,4,4,26,2019-07-01
9,2,2,46,2019-07-01
0,347,618,4745,2019-07-02
1,64,64,419,2019-07-02
10,1,1,8,2019-07-02
11,1,1,1,2019-07-02
12,3,3,38,2019-07-02
13,2,2,8,2019-07-02
14,1,1,1,2019-07-02
16,4,4,33,2019-07-02
17,1,1,1,2019-07-02
2,11,11,58,2019-07-02
21,1,1,4,2019-07-02
22,2,2,28,2019-07-02
23,1,1,2,2019-07-02
25,1,1,0,2019-07-02
27,2,2,26,2019-07-02
3,9,9,51,2019-07-02
32,2,2,4,2019-07-02
35,1,1,8,2019-07-02
4,21,21,371,2019-07-02
40,1,1,12,2019-07-02
46,1,1,20,2019-07-02
48,1,1,2,2019-07-02
5,4,4,31,2019-07-02
6,3,3,41,2019-07-02
7,7,7,44,2019-07-02
70,1,1,1,2019-07-02
71,1,1,1,2019-07-02
73,1,1,5,2019-07-02
8,1,1,19,2019-07-02
0,296,509,3351,2019-07-03
1,81,80,663,2019-07-03
10,3,3,42,2019-07-03
12,3,3,5,2019-07-03
14,3,3,72,2019-07-03
15,2,2,17,2019-07-03
16,3,3,20,2019-07-03
2,17,17,165,2019-07-03
20,2,2,54,2019-07-03
22,1,1,1,2019-07-03
25,1,1,31,2019-07-03
28,1,1,6,2019-07-03
29,1,1,1,2019-07-03
3,14,14,117,2019-07-03
33,1,1,9,2019-07-03
37,2,2,5,2019-07-03
4,11,11,153,2019-07-03
42,1,1,85,2019-07-03
45,1,1,1,2019-07-03
5,14,14,213,2019-07-03
52,1,1,6,2019-07-03
58,1,1,21,2019-07-03
6,9,9,32,2019-07-03
7,10,10,127,2019-07-03
78,1,1,0,2019-07-03
8,7,7,22,2019-07-03
82,1,1,7,2019-07-03
9,4,4,9,2019-07-03
0,307,501,3320,2019-07-04
1,79,79,704,2019-07-04
10,2,2,22,2019-07-04
109,1,1,4,2019-07-04
13,1,1,3,2019-07-04
15,2,2,16,2019-07-04
16,1,1,36,2019-07-04
2,41,41,477,2019-07-04
22,1,1,2,2019-07-04
29,3,3,18,2019-07-04
3,14,14,126,2019-07-04
30,1,1,1,2019-07-04
4,4,4,30,2019-07-04
5,9,9,41,2019-07-04
6,8,8,20,2019-07-04
7,5,5,26,2019-07-04
70,1,1,13,2019-07-04
76,1,1,3,2019-07-04
8,2,2,2,2019-07-04
84,1,1,17,2019-07-04
9,6,6,46,2019-07-04
0,261,458,3010,2019-07-05
1,71,71,468,2019-07-05
10,2,2,15,2019-07-05
11,2,2,45,2019-07-05
12,2,2,74,2019-07-05
14,3,3,6,2019-07-05
15,6,6,35,2019-07-05
18,1,1,1,2019-07-05
19,1,1,0,2019-07-05
2,22,22,107,2019-07-05
20,1,1,18,2019-07-05
22,1,1,19,2019-07-05
24,1,1,12,2019-07-05
27,1,1,16,2019-07-05
28,1,1,1,2019-07-05
3,16,16,136,2019-07-05
33,1,1,2,2019-07-05
34,1,1,2,2019-07-05
37,1,1,2,2019-07-05
4,10,10,37,2019-07-05
44,1,1,5,2019-07-05
46,1,1,2,2019-07-05
5,8,8,33,2019-07-05
6,2,2,21,2019-07-05
7,5,5,9,2019-07-05
79,1,1,21,2019-07-05
8,3,3,7,2019-07-05
9,2,2,50,2019-07-05
0,201,391,2450,2019-07-06
1,45,45,262,2019-07-06
10,3,3,11,2019-07-06
11,1,1,21,2019-07-06
13,2,2,22,2019-07-06
15,1,1,1,2019-07-06
17,1,1,74,2019-07-06
170,1,1,1,2019-07-06
18,1,1,22,2019-07-06
19,4,4,11,2019-07-06
2,23,23,168,2019-07-06
20,1,1,18,2019-07-06
23,1,1,5,2019-07-06
26,1,1,5,2019-07-06
3,11,11,112,2019-07-06
32,1,1,6,2019-07-06
35,1,1,1,2019-07-06
37,1,1,7,2019-07-06
38,1,1,8,2019-07-06
4,6,6,52,2019-07-06
41,2,2,42,2019-07-06
43,1,1,25,2019-07-06
44,1,1,13,2019-07-06
5,8,8,56,2019-07-06
56,1,1,8,2019-07-06
6,8,8,104,2019-07-06
7,2,2,49,2019-07-06
8,2,2,10,2019-07-06
0,229,469,2827,2019-07-07
1,38,38,190,2019-07-07
10,1,1,2,2019-07-07
12,2,2,29,2019-07-07
13,3,3,25,2019-07-07
15,2,2,28,2019-07-07
16,1,1,9,2019-07-07
18,1,1,9,2019-07-07
2,27,27,141,2019-07-07
21,2,2,16,2019-07-07
27,1,1,1,2019-07-07
29,1,1,2,2019-07-07
3,17,17,180,2019-07-07
38,1,1,1,2019-07-07
4,4,4,27,2019-07-07
41,1,1,14,2019-07-07
44,1,1,2,2019-07-07
5,7,7,65,2019-07-07
6,12,12,80,2019-07-07
7,6,6,111,2019-07-07
8,1,1,3,2019-07-07
0,301,558,3903,2019-07-08
1,69,69,593,2019-07-08
10,3,3,8,2019-07-08
11,3,3,53,2019-07-08
12,1,1,27,2019-07-08
13,1,1,0,2019-07-08
14,3,3,11,2019-07-08
16,2,2,6,2019-07-08
17,1,1,1,2019-07-08
18,1,1,2,2019-07-08
2,61,61,446,2019-07-08
20,2,2,3,2019-07-08
21,1,1,3,2019-07-08
24,1,1,8,2019-07-08
28,1,1,4,2019-07-08
3,38,38,298,2019-07-08
33,3,3,12,2019-07-08
34,1,1,3,2019-07-08
35,1,1,1,2019-07-08
38,1,1,2,2019-07-08
4,23,23,225,2019-07-08
45,1,1,10,2019-07-08
5,14,14,145,2019-07-08
51,2,2,3,2019-07-08
57,1,1,6,2019-07-08
6,8,8,19,2019-07-08
64,1,1,32,2019-07-08
7,4,4,19,2019-07-08
8,1,1,1,2019-07-08
0,314,611,4411,2019-07-09
1,52,52,723,2019-07-09
10,3,3,63,2019-07-09
11,1,1,3,2019-07-09
12,3,3,27,2019-07-09
13,1,1,4,2019-07-09
14,1,1,5,2019-07-09
2,14,14,121,2019-07-09
22,1,1,12,2019-07-09
25,1,1,1,2019-07-09
26,1,1,1,2019-07-09
3,12,12,134,2019-07-09
34,1,1,1,2019-07-09
4,14,14,136,2019-07-09
45,1,1,10,2019-07-09
48,2,2,12,2019-07-09
5,7,7,95,2019-07-09
56,1,1,2,2019-07-09
58,1,1,1,2019-07-09
6,6,6,44,2019-07-09
7,6,6,13,2019-07-09
8,3,3,4,2019-07-09
84,1,1,5,2019-07-09
86,1,1,1,2019-07-09
89,1,1,1,2019-07-09
9,1,1,30,2019-07-09
0,290,517,3437,2019-07-10
1,66,66,396,2019-07-10
10,2,2,73,2019-07-10
11,2,2,42,2019-07-10
12,3,3,15,2019-07-10
13,1,1,9,2019-07-10
14,2,2,9,2019-07-10
15,1,1,1,2019-07-10
16,1,1,46,2019-07-10
17,1,1,1,2019-07-10
18,1,1,3,2019-07-10
2,24,24,164,2019-07-10
20,2,2,36,2019-07-10
22,1,1,1,2019-07-10
23,1,1,3,2019-07-10
24,2,2,2,2019-07-10
26,1,1,1,2019-07-10
27,1,1,0,2019-07-10
3,11,11,56,2019-07-10
30,2,2,1,2019-07-10
33,1,1,1,2019-07-10
34,1,1,2,2019-07-10
36,1,1,1,2019-07-10
4,12,12,139,2019-07-10
5,11,11,80,2019-07-10
55,1,1,16,2019-07-10
6,6,6,57,2019-07-10
7,5,5,29,2019-07-10
72,1,1,3,2019-07-10
8,4,4,17,2019-07-10
9,3,3,12,2019-07-10
0,360,613,3813,2019-07-11
1,81,81,568,2019-07-11
11,1,1,7,2019-07-11
12,1,1,11,2019-07-11
13,4,4,6,2019-07-11
14,1,1,3,2019-07-11
15,1,1,10,2019-07-11
18,3,3,19,2019-07-11
19,1,1,41,2019-07-11
2,34,34,422,2019-07-11
20,3,3,51,2019-07-11
21,1,1,1,2019-07-11
23,2,2,15,2019-07-11
24,1,1,3,2019-07-11
28,3,3,9,2019-07-11
3,15,15,168,2019-07-11
35,1,1,8,2019-07-11
36,1,1,2,2019-07-11
4,7,7,18,2019-07-11
40,1,1,0,2019-07-11
42,1,1,8,2019-07-11
44,1,1,9,2019-07-11
45,1,1,1,2019-07-11
48,1,1,5,2019-07-11
49,1,1,0,2019-07-11
5,4,4,6,2019-07-11
56,1,1,7,2019-07-11
59,1,1,18,2019-07-11
6,7,7,55,2019-07-11
7,4,4,6,2019-07-11
8,4,4,22,2019-07-11
84,1,1,4,2019-07-11
85,1,1,1,2019-07-11
9,6,6,28,2019-07-11
92,1,1,3,2019-07-11
0,293,549,3786,2019-07-12
1,54,54,354,2019-07-12
10,3,3,20,2019-07-12
11,1,1,1,2019-07-12
13,1,1,8,2019-07-12
14,1,1,17,2019-07-12
16,1,1,12,2019-07-12
17,2,2,3,2019-07-12
18,2,2,4,2019-07-12
2,19,19,125,2019-07-12
22,1,1,3,2019-07-12
26,1,1,3,2019-07-12
28,1,1,1,2019-07-12
3,13,13,66,2019-07-12
39,1,1,1,2019-07-12
4,6,6,31,2019-07-12
43,1,1,1,2019-07-12
46,1,1,2,2019-07-12
49,1,1,1,2019-07-12
5,3,3,4,2019-07-12
50,1,1,16,2019-07-12
53,1,1,4,2019-07-12
59,1,1,34,2019-07-12
6,6,6,24,2019-07-12
7,4,4,24,2019-07-12
8,1,1,1,2019-07-12
89,1,1,4,2019-07-12
9,2,2,49,2019-07-12
94,1,1,1,2019-07-12
0,232,444,3175,2019-07-13
1,67,67,512,2019-07-13
11,1,1,4,2019-07-13
12,1,1,17,2019-07-13
13,2,2,4,2019-07-13
14,2,2,17,2019-07-13
17,1,1,22,2019-07-13
2,18,18,110,2019-07-13
20,1,1,2,2019-07-13
21,1,1,1,2019-07-13
23,1,1,7,2019-07-13
25,1,1,8,2019-07-13
29,1,1,1,2019-07-13
3,13,13,66,2019-07-13
33,1,1,14,2019-07-13
34,1,1,8,2019-07-13
35,1,1,2,2019-07-13
37,1,1,1,2019-07-13
38,1,1,1,2019-07-13
4,6,6,57,2019-07-13
44,1,1,1,2019-07-13
5,6,6,78,2019-07-13
51,1,1,9,2019-07-13
57,1,1,9,2019-07-13
6,5,5,108,2019-07-13
7,2,2,29,2019-07-13
74,1,1,27,2019-07-13
8,1,1,1,2019-07-13
82,1,1,27,2019-07-13
89,1,1,14,2019-07-13
9,2,2,29,2019-07-13
0,236,510,3907,2019-07-14
1,33,33,195,2019-07-14
10,4,4,81,2019-07-14
11,2,2,4,2019-07-14
12,3,3,139,2019-07-14
13,2,2,27,2019-07-14
14,5,5,21,2019-07-14
15,2,2,2,2019-07-14
16,2,2,31,2019-07-14
18,2,2,2,2019-07-14
2,23,23,172,2019-07-14
20,2,2,24,2019-07-14
21,1,1,2,2019-07-14
22,1,1,1,2019-07-14
3,16,16,129,2019-07-14
31,1,1,1,2019-07-14
4,10,10,40,2019-07-14
5,5,5,14,2019-07-14
55,1,1,1,2019-07-14
58,2,2,6,2019-07-14
6,8,8,184,2019-07-14
63,1,1,1,2019-07-14
7,7,7,23,2019-07-14
8,3,3,41,2019-07-14
88,2,2,5,2019-07-14
9,3,3,88,2019-07-14
91,1,1,12,2019-07-14
0,322,552,4628,2019-07-15
1,63,63,405,2019-07-15
10,3,3,8,2019-07-15
11,4,4,15,2019-07-15
14,5,5,98,2019-07-15
15,1,1,3,2019-07-15
16,1,1,1,2019-07-15
17,1,1,13,2019-07-15
2,62,62,472,2019-07-15
20,1,1,1,2019-07-15
21,1,1,1,2019-07-15
22,1,1,6,2019-07-15
25,1,1,2,2019-07-15
26,1,1,24,2019-07-15
27,1,1,5,2019-07-15
3,43,43,317,2019-07-15
32,1,1,1,2019-07-15
37,2,2,5,2019-07-15
39,1,1,1,2019-07-15
4,19,19,84,2019-07-15
46,1,1,1,2019-07-15
5,7,7,62,2019-07-15
52,1,1,0,2019-07-15
6,7,7,56,2019-07-15
7,4,4,15,2019-07-15
72,1,1,17,2019-07-15
8,3,3,20,2019-07-15
81,1,1,2,2019-07-15
82,1,1,1,2019-07-15
9,2,2,3,2019-07-15
0,341,632,4538,2019-07-16
1,52,52,504,2019-07-16
10,1,1,2,2019-07-16
11,3,3,6,2019-07-16
13,2,2,5,2019-07-16
14,3,3,3,2019-07-16
15,1,1,2,2019-07-16
16,1,1,1,2019-07-16
17,2,2,5,2019-07-16
2,23,23,168,2019-07-16
20,1,1,6,2019-07-16
21,1,1,4,2019-07-16
26,1,1,3,2019-07-16
27,1,1,14,2019-07-16
28,1,1,5,2019-07-16
29,2,2,7,2019-07-16
3,15,15,79,2019-07-16
34,1,1,3,2019-07-16
35,1,1,1,2019-07-16
37,1,1,1,2019-07-16
4,13,13,103,2019-07-16
43,1,1,13,2019-07-16
44,1,1,39,2019-07-16
45,1,1,0,2019-07-16
46,1,1,16,2019-07-16
47,1,1,4,2019-07-16
5,9,9,64,2019-07-16
54,1,1,2,2019-07-16
56,1,1,3,2019-07-16
6,5,5,44,2019-07-16
61,1,1,5,2019-07-16
63,1,1,11,2019-07-16
7,6,6,37,2019-07-16
70,1,1,8,2019-07-16
8,3,3,54,2019-07-16
87,1,1,3,2019-07-16
89,1,1,1,2019-07-16
9,4,4,19,2019-07-16
0,311,545,3344,2019-07-17
1,66,67,413,2019-07-17
11,3,3,19,2019-07-17
12,1,1,4,2019-07-17
13,1,1,1,2019-07-17
14,4,4,29,2019-07-17
15,3,3,32,2019-07-17
16,2,2,12,2019-07-17
18,2,2,10,2019-07-17
2,14,14,83,2019-07-17
21,1,1,1,2019-07-17
23,2,2,5,2019-07-17
24,1,1,3,2019-07-17
29,1,1,1,2019-07-17
3,12,12,117,2019-07-17
33,2,2,11,2019-07-17
35,2,2,11,2019-07-17
39,1,1,3,2019-07-17
4,9,9,126,2019-07-17
5,10,10,89,2019-07-17
53,1,1,50,2019-07-17
56,1,1,1,2019-07-17
6,3,3,13,2019-07-17
63,1,1,2,2019-07-17
7,2,2,43,2019-07-17
9,1,1,3,2019-07-17
95,1,1,1,2019-07-17
0,314,553,3409,2019-07-18
1,67,67,401,2019-07-18
11,1,1,4,2019-07-18
12,1,1,16,2019-07-18
13,3,3,20,2019-07-18
14,2,2,8,2019-07-18
15,2,2,13,2019-07-18
16,1,1,5,2019-07-18
17,1,1,1,2019-07-18
19,1,1,1,2019-07-18
2,33,33,195,2019-07-18
20,1,1,0,2019-07-18
21,1,1,1,2019-07-18
23,1,1,13,2019-07-18
26,1,1,1,2019-07-18
3,10,10,69,2019-07-18
30,1,1,27,2019-07-18
32,1,1,28,2019-07-18
35,1,1,7,2019-07-18
37,1,1,2,2019-07-18
38,3,3,4,2019-07-18
39,1,1,5,2019-07-18
4,6,6,67,2019-07-18
5,7,7,23,2019-07-18
53,1,1,2,2019-07-18
54,1,1,42,2019-07-18
6,7,7,21,2019-07-18
65,1,1,3,2019-07-18
7,5,5,55,2019-07-18
8,3,3,33,2019-07-18
89,1,1,13,2019-07-18
9,3,3,6,2019-07-18
98,1,1,3,2019-07-18
0,280,517,3888,2019-07-19
1,62,61,438,2019-07-19
11,1,1,5,2019-07-19
12,1,1,1,2019-07-19
13,1,1,9,2019-07-19
14,1,1,10,2019-07-19
15,1,1,6,2019-07-19
16,2,2,7,2019-07-19
17,3,3,25,2019-07-19
18,1,1,5,2019-07-19
19,1,1,6,2019-07-19
2,16,16,150,2019-07-19
20,1,1,1,2019-07-19
27,1,1,2,2019-07-19
3,17,17,203,2019-07-19
33,1,1,7,2019-07-19
36,1,1,1,2019-07-19
4,9,9,29,2019-07-19
47,1,1,6,2019-07-19
5,6,6,38,2019-07-19
6,6,6,28,2019-07-19
68,1,1,1,2019-07-19
7,5,5,17,2019-07-19
8,2,2,45,2019-07-19
9,4,4,56,2019-07-19
0,236,452,3136,2019-07-20
1,54,54,377,2019-07-20
10,2,2,8,2019-07-20
11,3,3,6,2019-07-20
12,1,1,1,2019-07-20
13,2,2,59,2019-07-20
138,1,1,12,2019-07-20
14,3,3,47,2019-07-20
15,1,1,2,2019-07-20
16,2,2,3,2019-07-20
17,1,1,4,2019-07-20
18,1,1,4,2019-07-20
19,1,1,17,2019-07-20
2,17,17,153,2019-07-20
3,9,9,74,2019-07-20
33,3,3,39,2019-07-20
4,7,7,89,2019-07-20
40,1,1,11,2019-07-20
42,1,1,6,2019-07-20
44,2,2,29,2019-07-20
48,1,1,3,2019-07-20
5,8,8,53,2019-07-20
57,1,1,1,2019-07-20
6,7,7,73,2019-07-20
7,5,5,36,2019-07-20
70,1,1,1,2019-07-20
8,1,1,2,2019-07-20
9,2,2,20,2019-07-20
0,257,519,3546,2019-07-21
1,48,48,294,2019-07-21
10,3,3,5,2019-07-21
11,2,2,13,2019-07-21
12,1,1,1,2019-07-21
14,1,1,1,2019-07-21
16,1,1,1,2019-07-21
17,1,1,0,2019-07-21
19,1,1,9,2019-07-21
2,23,23,178,2019-07-21
21,2,2,10,2019-07-21
22,1,1,24,2019-07-21
24,1,1,0,2019-07-21
3,11,11,107,2019-07-21
35,1,1,1,2019-07-21
4,10,10,90,2019-07-21
48,1,1,2,2019-07-21
49,1,1,5,2019-07-21
5,7,7,40,2019-07-21
57,1,1,1,2019-07-21
6,6,6,38,2019-07-21
62,1,1,4,2019-07-21
7,2,2,17,2019-07-21
8,7,7,41,2019-07-21
83,1,1,5,2019-07-21
9,4,4,12,2019-07-21
0,309,552,3857,2019-07-22
1,58,58,467,2019-07-22
10,5,5,21,2019-07-22
102,1,1,28,2019-07-22
11,5,5,32,2019-07-22
12,1,1,8,2019-07-22
14,1,1,1,2019-07-22
15,1,1,3,2019-07-22
16,3,3,9,2019-07-22
17,1,1,1,2019-07-22
2,52,52,363,2019-07-22
20,1,1,22,2019-07-22
25,1,1,1,2019-07-22
27,1,1,2,2019-07-22
28,1,1,2,2019-07-22
29,2,2,45,2019-07-22
3,45,45,294,2019-07-22
32,1,1,2,2019-07-22
37,1,1,1,2019-07-22
4,23,23,132,2019-07-22
45,1,1,8,2019-07-22
48,2,2,10,2019-07-22
5,15,15,151,2019-07-22
50,1,1,6,2019-07-22
6,8,8,15,2019-07-22
7,4,4,19,2019-07-22
8,2,2,8,2019-07-22
9,1,1,5,2019-07-22
0,362,689,4824,2019-07-23
1,55,55,348,2019-07-23
10,1,1,4,2019-07-23
11,2,2,3,2019-07-23
12,3,3,25,2019-07-23
13,1,1,4,2019-07-23
14,1,1,3,2019-07-23
16,1,1,3,2019-07-23
17,1,1,0,2019-07-23
18,1,1,55,2019-07-23
19,2,2,13,2019-07-23
2,23,23,129,2019-07-23
22,1,1,5,2019-07-23
25,1,1,4,2019-07-23
29,1,1,109,2019-07-23
3,12,12,148,2019-07-23
35,1,1,1,2019-07-23
36,1,1,3,2019-07-23
4,13,13,190,2019-07-23
49,1,1,14,2019-07-23
5,12,12,96,2019-07-23
56,1,1,1,2019-07-23
6,4,4,7,2019-07-23
7,1,1,20,2019-07-23
8,2,2,7,2019-07-23
9,5,5,29,2019-07-23
94,1,1,14,2019-07-23
0,341,599,4569,2019-07-24
1,69,69,352,2019-07-24
10,1,1,1,2019-07-24
15,1,1,2,2019-07-24
16,1,1,2,2019-07-24
18,2,2,7,2019-07-24
2,17,17,46,2019-07-24
21,1,1,14,2019-07-24
29,1,1,2,2019-07-24
3,12,12,112,2019-07-24
31,1,1,2,2019-07-24
4,11,11,101,2019-07-24
42,1,1,6,2019-07-24
48,1,1,10,2019-07-24
5,9,9,55,2019-07-24
6,2,2,6,2019-07-24
69,1,1,7,2019-07-24
7,3,3,15,2019-07-24
8,5,5,111,2019-07-24
9,4,4,59,2019-07-24
0,315,574,4333,2019-07-25
1,78,78,594,2019-07-25
10,3,3,4,2019-07-25
11,3,3,48,2019-07-25
12,1,1,0,2019-07-25
13,2,2,132,2019-07-25
14,3,3,37,2019-07-25
16,1,1,5,2019-07-25
18,1,1,2,2019-07-25
19,1,1,1,2019-07-25
2,39,39,325,2019-07-25
22,1,1,1,2019-07-25
3,5,5,47,2019-07-25
30,1,1,349,2019-07-25
31,1,1,7,2019-07-25
4,8,8,30,2019-07-25
45,1,1,8,2019-07-25
46,1,1,9,2019-07-25
47,1,1,2,2019-07-25
5,7,7,29,2019-07-25
6,3,3,29,2019-07-25
68,1,1,3,2019-07-25
7,9,9,51,2019-07-25
77,1,1,4,2019-07-25
8,1,1,3,2019-07-25
80,1,1,1,2019-07-25
9,1,1,7,2019-07-25
91,1,1,10,2019-07-25
0,280,479,3170,2019-07-26
1,59,59,659,2019-07-26
10,3,3,16,2019-07-26
104,1,1,0,2019-07-26
11,2,2,5,2019-07-26
12,3,3,19,2019-07-26
13,2,2,3,2019-07-26
15,1,1,9,2019-07-26
16,1,1,4,2019-07-26
17,4,4,24,2019-07-26
19,1,1,2,2019-07-26
2,28,28,199,2019-07-26
